,variable,value
233,K-Means,0.6262248425993024
234,K-Means,0.5268215919044414
235,K-Means,0.09047872441402974
236,K-Means,0.6476853193455939
237,K-Means,0.6296068784676909
238,K-Means,0.7264587309715059
239,K-Means,0.6088413179293092
240,K-Means,0.4914899452138113
241,K-Means,0.6004376475012765
242,K-Means,0.6523699034521457
243,K-Means,0.5969302370306028
244,K-Means,0.5305305047503719
245,K-Means,0.6685078764035894
246,K-Means,0.7460964002614362
247,K-Means,0.8491649203736606
248,K-Means,0.6547162133400225
249,K-Means,0.45815943693839967
250,K-Means,0.6944262924125556
251,K-Means,0.8837636795909635
252,K-Means,0.6578107844581292
253,K-Means,0.7338346280233908
254,K-Means,0.5775603317335924
255,K-Means,0.6139896655053171
256,K-Means,0.5107229913963658
257,K-Means,0.6498485183766152
258,K-Means,0.6857763615935937
259,K-Means,0.6720062686810864
260,K-Means,0.4760686713206754
261,K-Means,0.6675040874169635
262,K-Means,0.38496929049231904
263,K-Means,0.08844322081638961
264,K-Means,0.6142125941163071
265,K-Means,0.7944364585009371
266,K-Means,0.10547862017236442
267,K-Means,0.6281429674983902
268,K-Means,0.6821315358209468
269,K-Means,0.6441565150702893
270,K-Means,0.6864491004536037
271,K-Means,0.7223194508518176
272,K-Means,0.735573130475355
273,K-Means,0.5589881214597194
274,K-Means,0.4956958153339628
275,K-Means,0.7045749218799902
276,K-Means,0.6727069835951074
277,K-Means,0.4003396671370558
278,K-Means,0.4033609713962474
279,K-Means,0.41377284580005225
280,K-Means,0.5522697516964595
281,K-Means,0.4132259318813576
282,K-Means,0.7751549910023197
283,K-Means,0.7085604402756596
284,K-Means,0.6777824614066814
285,K-Means,0.620607257611851
286,K-Means,0.620552720716813
287,K-Means,0.46500554919691195
288,K-Means,0.5011063049020028
289,K-Means,0.6825143860622969
290,K-Means,0.4939547524544246
291,K-Means,0.10517110387550813
292,K-Means,0.6300901183132699
293,K-Means,0.7052215319092038
294,K-Means,0.7429119385482473
295,K-Means,0.09164708947729598
296,K-Means,0.4870878075696823
297,K-Means,0.4443986559707237
298,K-Means,0.7943636679592797
299,K-Means,0.6411443145365274
300,K-Means,0.5923953482868733
301,K-Means,0.5642951155235278
302,K-Means,0.5016565729777966
303,K-Means,0.4276248779963171
304,K-Means,0.5678708091073611
305,K-Means,0.7251281618102894
306,K-Means,0.7506595837358432
307,K-Means,0.6560415905872683
308,K-Means,0.6569625575648061
309,K-Means,0.09709261859650464
310,K-Means,0.6947466142790257
311,K-Means,0.613367164360392
312,K-Means,0.5387078072623819
313,K-Means,0.8393226619203411
314,K-Means,0.8268246032833444
315,K-Means,0.5002610306294736
316,K-Means,0.7783659215609731
317,K-Means,0.5961869710766291
318,K-Means,0.7009128672475375
319,K-Means,0.36655524330808886
320,K-Means,0.10719831856040418
321,K-Means,0.7338974531243836
322,K-Means,0.596097135123498
323,K-Means,0.764564721853086
324,K-Means,0.4883485942761292
325,K-Means,0.6227277888917909
326,K-Means,0.8030857092290496
327,K-Means,0.09193340580789372
328,K-Means,0.6405598333153159
329,K-Means,0.8150508886552075
330,K-Means,0.5444412596816018
331,K-Means,0.6918173071082792
332,K-Means,0.5007023613268472
333,K-Means,0.7026776466467173
334,K-Means,0.4020570503521004
335,K-Means,0.34536010620455615
336,K-Means,0.5642341451861039
337,K-Means,0.36230464641183513
338,K-Means,0.7722174199124897
339,K-Means,0.681047175673316
340,K-Means,0.5454557624220927
341,K-Means,0.7953857563324076
342,K-Means,0.7566618674677816
343,K-Means,0.5182532164289304
344,K-Means,0.6096530109847398
345,K-Means,0.5487947699116887
346,K-Means,0.6597325294687051
347,K-Means,0.5314325875453465
348,K-Means,0.4402685716736239
349,K-Means,0.7404838091867775
350,K-Means,0.6311335545338157
351,K-Means,0.5754980722502077
352,K-Means,0.32926417100586236
353,K-Means,0.6360271053146445
354,K-Means,0.5443584978453134
355,K-Means,0.3363168105417361
356,K-Means,0.5787022039168256
357,K-Means,0.5941272121710661
358,K-Means,0.6213832366062134
359,K-Means,0.5572005167434255
360,K-Means,0.7472889369657238
361,K-Means,0.6716441359663703
362,K-Means,0.4995643937922122
363,K-Means,0.6105687416527124
364,K-Means,0.7796056508046247
365,K-Means,0.5236202972572316
366,K-Means,0.4800850963904725
367,K-Means,0.4429866749666518
368,K-Means,0.5664800562552315
369,K-Means,0.5616346161831831
370,K-Means,0.5086786551940801
371,K-Means,0.779579783732387
372,K-Means,0.5333327817127433
373,K-Means,0.5746310668937065
374,K-Means,0.7936970623100078
375,K-Means,0.7667145008851366
376,K-Means,0.533080903476118
377,K-Means,0.42763457163835905
378,K-Means,0.8237443590350257
379,K-Means,0.6562039024241118
380,K-Means,0.8479155065410529
381,K-Means,0.6222941328733567
382,K-Means,0.7731937770324333
383,K-Means,0.8016536683418334
384,K-Means,0.7543585958203922
385,K-Means,0.7851081382245442
386,K-Means,0.7034811898378102
387,K-Means,0.5998349645903661
388,K-Means,0.741726285147446
389,K-Means,0.6786493365898236
390,K-Means,0.5610351611798008
391,K-Means,0.726153276318257
392,K-Means,0.10020448607049588
393,K-Means,0.478343062532692
394,K-Means,0.6837777243237897
395,K-Means,0.7258023794552039
396,K-Means,0.7562632126234845
397,K-Means,0.6815592865119416
398,K-Means,0.7162401440188392
399,K-Means,0.41643023439731564
400,K-Means,0.7917960227210694
401,K-Means,0.7505530858238313
402,K-Means,0.5676394851071451
403,K-Means,0.8383808867840525
404,K-Means,0.557723392430286
405,K-Means,0.5679046130338805
406,K-Means,0.34643651402195313
407,K-Means,0.7172235054778704
408,K-Means,0.7984064117916739
409,K-Means,0.7039392749539141
410,K-Means,0.848766854498807
411,K-Means,0.11553580510287842
412,K-Means,0.7132747266777203
413,K-Means,0.7391444691692202
414,K-Means,0.6505209978115349
415,K-Means,0.5888629920469208
416,K-Means,0.5756896964525977
417,K-Means,0.4594069576605419
418,K-Means,0.7090692512765183
419,K-Means,0.5937085379311737
420,K-Means,0.09318287355775082
421,K-Means,0.5254662786043026
422,K-Means,0.6353547411295712
423,K-Means,0.6306358636820142
424,K-Means,0.6289218306402111
425,K-Means,0.6754528589172767
426,K-Means,0.42119857662362703
427,K-Means,0.5121849774039615
428,K-Means,0.6922763868910098
429,K-Means,0.8716769369074137
430,K-Means,0.8706840162159288
431,K-Means,0.7486265156574359
432,K-Means,0.6625093755396918
433,K-Means,0.09371412349385083
434,K-Means,0.4649912826596915
435,K-Means,0.5686129467426806
436,K-Means,0.5433239713201558
437,K-Means,0.6408550286473137
438,K-Means,0.6113037099742972
439,K-Means,0.08763079617178732
440,K-Means,0.6457269102401403
441,K-Means,0.6649848334981971
442,K-Means,0.37098219589362175
443,K-Means,0.5553270348287327
444,K-Means,0.7768666501119199
445,K-Means,0.7181493417985578
446,K-Means,0.4537238588925515
447,K-Means,0.08770409278403538
448,K-Means,0.7562865118826128
449,K-Means,0.5626579946004618
450,K-Means,0.7315712409850049
451,K-Means,0.6736313744842184
452,K-Means,0.6089904057172755
453,K-Means,0.7778184566183031
454,K-Means,0.794648465881844
455,K-Means,0.7422212981298024
456,K-Means,0.6475147026051943
457,K-Means,0.6379542562577197
458,K-Means,0.639222438821322
459,K-Means,0.7977760968404114
460,K-Means,0.6276625723190636
461,K-Means,0.6644845250866738
462,K-Means,0.8065706066311128
463,K-Means,0.5242750731607735
464,K-Means,0.11567208938188829
465,K-Means,0.6076326815524129
466,K-Means,0.5716067472995967
467,K-Means,0.7314224208217873
468,K-Means,0.8642237627651003
469,K-Means,0.5470649771579541
470,K-Means,0.7476718687870423
471,K-Means,0.8379439479476689
472,K-Means,0.6786905603586569
473,K-Means,0.5840968249041276
474,K-Means,0.8675343788320862
475,K-Means,0.79209278042773
476,K-Means,0.4182060964248787
477,K-Means,0.7287653918194692
478,K-Means,0.8397008948015009
479,K-Means,0.8580183074289691
480,K-Means,0.5815711215964032
481,K-Means,0.43400171725596814
482,K-Means,0.5969580554642142
483,K-Means,0.7109970143564628
484,K-Means,0.4947797267534414
485,K-Means,0.45372931455112414
486,K-Means,0.6463571337286103
487,K-Means,0.5649965828094199
488,K-Means,0.4003610417283431
489,K-Means,0.7405881047413639
490,K-Means,0.6979443223370859
491,K-Means,0.5394308462470756
492,K-Means,0.6900570038834971
493,K-Means,0.09073256138255843
494,K-Means,0.3165473807519408
495,K-Means,0.5638489394035031
496,K-Means,0.6055695455113881
497,K-Means,0.6589909133957998
498,K-Means,0.45291139134289937
499,K-Means,0.4263575597507915
500,K-Means,0.7615847917006493
501,K-Means,0.5289347721584585
502,K-Means,0.08841818812478008
503,K-Means,0.511760594327026
504,K-Means,0.45709297075070127
505,K-Means,0.33957724181070315
506,K-Means,0.673120136659054
507,K-Means,0.5943667830626169
508,K-Means,0.6566868192452908
509,K-Means,0.7486370967657361
510,K-Means,0.7532964919039236
511,K-Means,0.6152651895074444
512,K-Means,0.4448348030441731
513,K-Means,0.6728217908091529
514,K-Means,0.3563108776525664
515,K-Means,0.09357659222300274
516,K-Means,0.5280325896622325
517,K-Means,0.807713787905719
518,K-Means,0.6149849317393148
519,K-Means,0.3912862460605769
520,K-Means,0.8420710498652003
521,K-Means,0.44697806661191053
522,K-Means,0.38095548964971293
523,K-Means,0.6808690655057301
524,K-Means,0.7104435208455449
525,K-Means,0.0927947396886046
526,K-Means,0.35252568535632395
527,K-Means,0.4467749071574407
528,K-Means,0.5663873815947726
529,K-Means,0.654552844794116
530,K-Means,0.578469235457251
531,K-Means,0.7545375836496442
532,K-Means,0.8275517689945807
533,K-Means,0.7644450104251365
534,K-Means,0.713234625609831
535,K-Means,0.39663124584221005
536,K-Means,0.503628732174933
537,K-Means,0.7253121275721712
538,K-Means,0.7530818024138495
539,K-Means,0.7200928862711856
540,K-Means,0.533513749232766
541,K-Means,0.5856285883870377
542,K-Means,0.09592574495213176
543,K-Means,0.6851124596668072
544,K-Means,0.38953539595424624
545,K-Means,0.8023642707591904
546,K-Means,0.5993409943717871
547,K-Means,0.4972526118649045
548,K-Means,0.4609017267798178
549,K-Means,0.6653845465419688
550,K-Means,0.6967223108712062
551,K-Means,0.4248470920145068
552,K-Means,0.7866593064071437
553,K-Means,0.09574365180537664
554,K-Means,0.5786339672041543
555,K-Means,0.0986269261017691
556,K-Means,0.5045899770243346
557,K-Means,0.6005025482661062
558,K-Means,0.3847223066237333
559,K-Means,0.5014428785083195
560,K-Means,0.6472310294582336
561,K-Means,0.32894105245719674
562,K-Means,0.6283101249172283
563,K-Means,0.4444054103329571
564,K-Means,0.7615098842458363
565,K-Means,0.37631857024372245
566,K-Means,0.5087233321145153
567,K-Means,0.8360699986152998
568,K-Means,0.3787891007998858
569,K-Means,0.5362204415841114
570,K-Means,0.709945052169932
571,K-Means,0.4949109173872017
572,K-Means,0.7246883842475449
573,K-Means,0.09043578247201542
574,K-Means,0.09709474272065693
575,K-Means,0.8703765947381883
576,K-Means,0.5511632719646107
577,K-Means,0.38241805716066773
578,K-Means,0.6934224895319132
579,K-Means,0.47607452828593105
580,K-Means,0.6942423632269313
581,K-Means,0.8295099820514591
582,K-Means,0.7408824954752995
583,K-Means,0.3608302784781157
584,K-Means,0.5044229181680286
585,K-Means,0.6420236088906469
586,K-Means,0.7582677258482036
587,K-Means,0.5929456312807333
588,K-Means,0.7734009556397434
589,K-Means,0.5334624483073045
590,K-Means,0.5774750088844118
591,K-Means,0.7329889899407848
592,K-Means,0.5234758524028673
593,K-Means,0.4428038141022318
594,K-Means,0.5913230064899136
595,K-Means,0.5137275114750919
596,K-Means,0.8124103092579467
597,K-Means,0.7594729934172473
598,K-Means,0.8852070285479995
599,K-Means,0.4591644451434401
600,K-Means,0.49675457075823304
601,K-Means,0.5578382188003657
602,K-Means,0.3694477326377309
603,K-Means,0.732942629328001
604,K-Means,0.8375483572026308
605,K-Means,0.5180879082837364
606,K-Means,0.8395053291487402
607,K-Means,0.7863525952690841
608,K-Means,0.6032601905580953
609,K-Means,0.7001577459761297
610,K-Means,0.7348719670315047
611,K-Means,0.6238385404128067
612,K-Means,0.5245243640988181
613,K-Means,0.5506716463860466
614,K-Means,0.7352150247280751
615,K-Means,0.6472042282350874
616,K-Means,0.6918065220662697
617,K-Means,0.6498778551534168
618,K-Means,0.5198609234698855
619,K-Means,0.5654685930027935
620,K-Means,0.7829575712490966
621,K-Means,0.7072265569813316
622,K-Means,0.7163704452330791
623,K-Means,0.6654692490854716
624,K-Means,0.6221491006496572
625,K-Means,0.2985136109216019
626,K-Means,0.5258508524896685
627,K-Means,0.5244945622146437
628,K-Means,0.8286046453264017
629,K-Means,0.6292642439723151
630,K-Means,0.7836863996063311
631,K-Means,0.5024476231855588
632,K-Means,0.5758250369210397
633,K-Means,0.3196310478208636
634,K-Means,0.8346900198783634
635,K-Means,0.5105045074070838
636,K-Means,0.48194110093741327
637,K-Means,0.460865678535632
638,K-Means,0.6250365184795704
639,K-Means,0.5917779818514199
640,K-Means,0.7808636342876514
641,K-Means,0.812913579960548
642,K-Means,0.7298828301496261
643,K-Means,0.35547166350126536
644,K-Means,0.6874574072056068
645,K-Means,0.4331738950708718
646,K-Means,0.81740283789685
647,K-Means,0.6268865464694924
648,K-Means,0.8234321274372097
649,K-Means,0.6240661444279265
650,K-Means,0.10192901177637595
651,K-Means,0.7342235395366198
652,K-Means,0.8011164872702747
653,K-Means,0.46272594682492796
654,K-Means,0.4203971052284061
655,K-Means,0.09204437781390715
656,K-Means,0.5907667053493988
657,K-Means,0.842597500264902
658,K-Means,0.8353579422970736
659,K-Means,0.5018531872104686
660,K-Means,0.6733053539320126
661,K-Means,0.5875310250481105
662,K-Means,0.8342125326350329
663,K-Means,0.4660351684325523
664,K-Means,0.5004857100740963
665,K-Means,0.5102585980204288
666,K-Means,0.4464161325187016
667,K-Means,0.47690585183363177
668,K-Means,0.3860290733356194
669,K-Means,0.5141439573330712
670,K-Means,0.10944037422852508
671,K-Means,0.5462673017998763
672,K-Means,0.7266650029502246
673,K-Means,0.6977999349496137
674,K-Means,0.5557665908638283
675,K-Means,0.45173220113351076
676,K-Means,0.8565645912884281
677,K-Means,0.6687191157873442
678,K-Means,0.5822349998951539
679,K-Means,0.724182494664717
680,K-Means,0.6381967432761457
681,K-Means,0.7896010674329565
682,K-Means,0.8050759399911477
683,K-Means,0.7672960737786974
684,K-Means,0.7063038048808636
685,K-Means,0.6982309870635108
686,K-Means,0.5128998503839772
687,K-Means,0.6059546117219321
688,K-Means,0.5365249737146376
689,K-Means,0.805123483606718
690,K-Means,0.8229585007219331
691,K-Means,0.837263683778652
692,K-Means,0.5752469353271337
693,K-Means,0.4302004767897715
694,K-Means,0.689387098448117
695,K-Means,0.5349054205988281
696,K-Means,0.6200376663772582
697,K-Means,0.6620809001745511
698,K-Means,0.09412352140316081
699,K-Means,0.3930479991067821
700,K-Means,0.09104024988624121
701,K-Means,0.09313257492359356
702,K-Means,0.7680497634544192
703,K-Means,0.09236552403486079
704,K-Means,0.753911757487139
705,K-Means,0.6528963251603155
706,K-Means,0.783308880902803
707,K-Means,0.4632108706633943
708,K-Means,0.40745593395948676
709,K-Means,0.5154331671180168
710,K-Means,0.7798270655531749
711,K-Means,0.788550823734764
712,K-Means,0.6983649616107382
713,K-Means,0.7783893481539529
714,K-Means,0.6162235161578657
715,K-Means,0.478710848395046
716,K-Means,0.37811976413437864
717,K-Means,0.8439183180033029
718,K-Means,0.6142937676863005
719,K-Means,0.7685150322301666
720,K-Means,0.6992058413587093
721,K-Means,0.7062522557166211
722,K-Means,0.5298142288470786
723,K-Means,0.6386498250613855
724,K-Means,0.3412462196640355
725,K-Means,0.6243415782078261
726,K-Means,0.7170771430255439
727,K-Means,0.8069985434847036
728,K-Means,0.7709800674951531
729,K-Means,0.7241389830350217
730,K-Means,0.10097453734823172
731,K-Means,0.5099715709616656
732,K-Means,0.6941020814499572
733,K-Means,0.6912066802906397
734,K-Means,0.11813370287579258
735,K-Means,0.6112435673591707
736,K-Means,0.5492970213112934
737,K-Means,0.8001798107190643
738,K-Means,0.6615993041200117
739,K-Means,0.3655692092127856
740,K-Means,0.8064351758093768
741,K-Means,0.6285468511923805
742,K-Means,0.7065546697953745
743,K-Means,0.09488235003455148
744,K-Means,0.6632254945870517
745,K-Means,0.3984988274481793
746,K-Means,0.6523578935512439
747,K-Means,0.7298438386644273
748,K-Means,0.39002846512615275
749,K-Means,0.6351153878947384
750,K-Means,0.5092529354690595
751,K-Means,0.4231535266848041
752,K-Means,0.5228146032346968
753,K-Means,0.45635144185217125
754,K-Means,0.5378291755997637
755,K-Means,0.7320412223618789
756,K-Means,0.5980886754770982
757,K-Means,0.09000127409195194
758,K-Means,0.7469212719921003
759,K-Means,0.8572953827483889
760,K-Means,0.6583694753319953
761,K-Means,0.7734089465624681
762,K-Means,0.8725730416429496
763,K-Means,0.7358752761139706
764,K-Means,0.38326799262877564
765,K-Means,0.415038505478466
766,K-Means,0.6754278819644037
767,K-Means,0.5743996862972647
768,K-Means,0.4799899983315391
769,K-Means,0.863603754067358
770,K-Means,0.7387413040196105
771,K-Means,0.5860799335520439
772,K-Means,0.3255506029098534
773,K-Means,0.10146265005649861
774,K-Means,0.6234820661415525
775,K-Means,0.8126075596555897
776,K-Means,0.7115305027239671
777,K-Means,0.5398548441599603
778,K-Means,0.6476047670230557
779,K-Means,0.6196371568228018
780,K-Means,0.08860392628617447
781,K-Means,0.7442765492441958
782,K-Means,0.3733038685391816
783,K-Means,0.566092608981005
784,K-Means,0.09122350714072475
785,K-Means,0.08870760452201779
786,K-Means,0.8381728141230911
787,K-Means,0.7349342823177598
788,K-Means,0.7525392426160634
789,K-Means,0.6312320013266917
790,K-Means,0.7168468167622256
791,K-Means,0.42357713224574967
792,K-Means,0.4576819283216349
793,K-Means,0.8380352399283024
794,K-Means,0.7716702713466751
795,K-Means,0.47239347013468846
796,K-Means,0.10574842770101375
797,K-Means,0.7371616326200983
798,K-Means,0.6710336157415959
799,K-Means,0.3661526216901051
800,K-Means,0.10193108139246329
801,K-Means,0.8621798263124005
802,K-Means,0.4535125964561429
803,K-Means,0.08983801987922582
804,K-Means,0.6443573505140967
805,K-Means,0.47020098053461645
806,K-Means,0.41607002837139806
807,K-Means,0.5503078029556465
808,K-Means,0.6102747750692383
809,K-Means,0.5036602994712354
810,K-Means,0.614398054666346
811,K-Means,0.8415277697688457
812,K-Means,0.6974375302172908
813,K-Means,0.7069379737316592
814,K-Means,0.40455464757818754
815,K-Means,0.8264759975569911
816,K-Means,0.7140835578086158
817,K-Means,0.09644736555654354
818,K-Means,0.4099876974689426
819,K-Means,0.7135411938720722
820,K-Means,0.5802880679751745
821,K-Means,0.7342592223276534
822,K-Means,0.4305289679629166
823,K-Means,0.09732870380310005
824,K-Means,0.412625043212234
825,K-Means,0.8054130571506783
826,K-Means,0.727116986081248
827,K-Means,0.7629241621425656
828,K-Means,0.5240235713113552
829,K-Means,0.08852075850484413
830,K-Means,0.7256106381139071
831,K-Means,0.4229388392663305
832,K-Means,0.43266324502449843
833,K-Means,0.5059468701417411
834,K-Means,0.7653551956274554
835,K-Means,0.5995100762447859
836,K-Means,0.6483405212846791
837,K-Means,0.645600206074945
838,K-Means,0.7528452938513162
839,K-Means,0.7551864500010145
840,K-Means,0.36521554637585835
841,K-Means,0.5350967440485457
842,K-Means,0.7044314147043691
843,K-Means,0.5204788136289431
844,K-Means,0.7979994399795942
845,K-Means,0.7115835446297232
846,K-Means,0.6177687470662754
847,K-Means,0.7594762355613391
848,K-Means,0.7342126524574668
849,K-Means,0.7193766619018254
850,K-Means,0.8768659622086876
851,K-Means,0.09554529916714234
852,K-Means,0.6247892337835488
853,K-Means,0.6633184731664865
854,K-Means,0.7566513116771956
855,K-Means,0.7219331395449461
856,K-Means,0.09676159343529883
857,K-Means,0.6535941505756165
858,K-Means,0.7273269045369963
859,K-Means,0.6842334983708955
860,K-Means,0.37364684577294627
861,K-Means,0.6815429847257355
862,K-Means,0.09516754244562406
863,K-Means,0.6178349981502379
864,K-Means,0.09276282342592956
865,K-Means,0.6894108231783118
866,K-Means,0.8216490151992794
867,K-Means,0.5404464284612229
868,K-Means,0.6657639569220848
869,K-Means,0.10778649930863482
870,K-Means,0.7315412841739612
871,K-Means,0.5903460856986955
872,K-Means,0.3941296220886986
873,K-Means,0.8514554147502111
874,K-Means,0.5217162747289281
875,K-Means,0.4859719267878997
876,K-Means,0.7578386639347675
877,K-Means,0.6196537967281086
