,variable,value
4456,K-Means,0.09654191345270974
4457,K-Means,0.5699879847734046
4458,K-Means,0.7461246608338337
4459,K-Means,0.4868072838291637
4460,K-Means,0.10580684330958368
4461,K-Means,0.7551640471514953
4462,K-Means,0.5048890350011159
4463,K-Means,0.10195968934640175
4464,K-Means,0.5477559958783417
4465,K-Means,0.594152340285331
4466,K-Means,0.8616648129965319
4467,K-Means,0.5188322346166068
4468,K-Means,0.8615007288226394
4469,K-Means,0.8389338814387963
4470,K-Means,0.4900927277375543
4471,K-Means,0.3910219913572908
4472,K-Means,0.5728578616032765
4473,K-Means,0.5393808564641633
4474,K-Means,0.34933176454978454
4475,K-Means,0.5949947366636563
4476,K-Means,0.5282997948204138
4477,K-Means,0.7020356039178973
4478,K-Means,0.7061158119349431
4479,K-Means,0.6854681182066436
4480,K-Means,0.6323783962855045
4481,K-Means,0.576689095232163
4482,K-Means,0.7700948370118166
4483,K-Means,0.7775643799484899
4484,K-Means,0.7811267696559954
4485,K-Means,0.5283767515167921
4486,K-Means,0.7563696498214398
4487,K-Means,0.794092946672672
4488,K-Means,0.4637982402346935
4489,K-Means,0.09157713465169323
4490,K-Means,0.45100028909844314
4491,K-Means,0.6411366894454142
4492,K-Means,0.6680510999171356
4493,K-Means,0.41263387591835465
4494,K-Means,0.680907518416501
4495,K-Means,0.6783508938184213
4496,K-Means,0.3574436375620047
4497,K-Means,0.3836514622507332
4498,K-Means,0.8841345256110793
4499,K-Means,0.37538071559591224
4500,K-Means,0.5565543376117514
4501,K-Means,0.7049125969783221
4502,K-Means,0.7253533726494814
4503,K-Means,0.6028270898848108
4504,K-Means,0.626556609379121
4505,K-Means,0.4863417991725322
4506,K-Means,0.48096362058729264
4507,K-Means,0.5131896879750228
4508,K-Means,0.09282976479469841
4509,K-Means,0.5206055218509162
4510,K-Means,0.5264648300133898
4511,K-Means,0.4441306215560823
4512,K-Means,0.73541364990455
4513,K-Means,0.5694462074600251
4514,K-Means,0.5686919363177212
4515,K-Means,0.7476161378218352
4516,K-Means,0.8343908287926916
4517,K-Means,0.46955145831532796
4518,K-Means,0.3969869280537409
4519,K-Means,0.665368346567357
4520,K-Means,0.7436393123407361
4521,K-Means,0.4229294659383779
4522,K-Means,0.6877587125434862
4523,K-Means,0.7289685605775511
4524,K-Means,0.49858004139995393
4525,K-Means,0.7380642609469317
4526,K-Means,0.5551980548267448
4527,K-Means,0.7819246588034314
4528,K-Means,0.5556645318196405
4529,K-Means,0.539765785730602
4530,K-Means,0.09793229839022327
4531,K-Means,0.3475897098049432
4532,K-Means,0.08832104858217635
4533,K-Means,0.10718314151117742
4534,K-Means,0.10645257764805949
4535,K-Means,0.7406201119258646
4536,K-Means,0.8801172435224744
4537,K-Means,0.08996424425409671
4538,K-Means,0.6703616533887489
4539,K-Means,0.3915069699356364
4540,K-Means,0.8209365897941536
4541,K-Means,0.1016538773002216
4542,K-Means,0.8357426426208012
4543,K-Means,0.495707967812517
4544,K-Means,0.5441014755690569
4545,K-Means,0.3309899845092969
4546,K-Means,0.095829867935566
4547,K-Means,0.5547473518840028
4548,K-Means,0.346581583964302
4549,K-Means,0.3077518621499629
4550,K-Means,0.5851889081667419
4551,K-Means,0.4330916991104379
4552,K-Means,0.37004408389665255
4553,K-Means,0.6593876737060458
4554,K-Means,0.7596757204410199
4555,K-Means,0.6116474507322214
4556,K-Means,0.42097157832546817
4557,K-Means,0.8259059994046819
4558,K-Means,0.09758772588916026
4559,K-Means,0.8199485846709502
4560,K-Means,0.09424814598515525
4561,K-Means,0.4823040657151619
4562,K-Means,0.09481349420015145
4563,K-Means,0.5336556373380392
4564,K-Means,0.3298701825846629
4565,K-Means,0.5328534712801853
4566,K-Means,0.6412137495646741
4567,K-Means,0.46597412366894797
4568,K-Means,0.4937006355300584
4569,K-Means,0.4801106842846416
4570,K-Means,0.5260470664760162
4571,K-Means,0.7903785581550208
4572,K-Means,0.6033247663125383
4573,K-Means,0.6259426369470255
4574,K-Means,0.7960860458724065
4575,K-Means,0.8564421524266769
4576,K-Means,0.7871213027207673
4577,K-Means,0.09557597904396697
4578,K-Means,0.3264389126254054
4579,K-Means,0.0958806660020415
4580,K-Means,0.36348535339997823
4581,K-Means,0.6383798643821643
4582,K-Means,0.6310184460115749
4583,K-Means,0.38724003259160056
4584,K-Means,0.8230553915178773
4585,K-Means,0.5177575678647977
4586,K-Means,0.4496042513323997
4587,K-Means,0.3676554678788426
4588,K-Means,0.44522543937618186
4589,K-Means,0.8169367594988033
4590,K-Means,0.7478727692297279
4591,K-Means,0.6968859396323069
4592,K-Means,0.08913174037078102
4593,K-Means,0.6111727128025819
4594,K-Means,0.6581153745498751
4595,K-Means,0.7851868578828524
4596,K-Means,0.6352709954663592
4597,K-Means,0.7408444293803826
4598,K-Means,0.8160052831930704
4599,K-Means,0.5846581814223164
4600,K-Means,0.5764774220634
4601,K-Means,0.4285651108872806
4602,K-Means,0.4403787943110995
4603,K-Means,0.7413803704701056
4604,K-Means,0.6012158847783113
4605,K-Means,0.3926359956097025
4606,K-Means,0.8012961749313579
4607,K-Means,0.612927406743331
4608,K-Means,0.6538137135312283
4609,K-Means,0.7009315309282436
4610,K-Means,0.48855712767957443
4611,K-Means,0.5034252516428633
4612,K-Means,0.7557289257230511
4613,K-Means,0.6780535044198746
4614,K-Means,0.45848284447367516
4615,K-Means,0.8313395524295097
4616,K-Means,0.7613597445369445
4617,K-Means,0.5234619442145899
4618,K-Means,0.70672211690193
4619,K-Means,0.5238990972602828
4620,K-Means,0.6194686352339509
4621,K-Means,0.5815757478473327
4622,K-Means,0.5006577872651207
4623,K-Means,0.5412245660667753
4624,K-Means,0.424476073637322
4625,K-Means,0.10843241763440417
4626,K-Means,0.5125554897746897
4627,K-Means,0.7100869357221542
4628,K-Means,0.6869748633304451
4629,K-Means,0.6900067259595466
4630,K-Means,0.8779129579541991
4631,K-Means,0.6534597293639021
4632,K-Means,0.4453853672704776
4633,K-Means,0.5322646230457613
4634,K-Means,0.5756024050388402
4635,K-Means,0.6029872515504758
4636,K-Means,0.5290237269329467
4637,K-Means,0.7071387365024648
4638,K-Means,0.8055998726523146
4639,K-Means,0.3654948677819563
4640,K-Means,0.8605828272246505
4641,K-Means,0.666316549246083
4642,K-Means,0.1092844998828218
4643,K-Means,0.6670632364129283
4644,K-Means,0.6950775024745723
4645,K-Means,0.6340235686586311
4646,K-Means,0.422815347250447
4647,K-Means,0.6916186458169615
4648,K-Means,0.5062457576776671
4649,K-Means,0.5627423246823395
4650,K-Means,0.39823048292692814
4651,K-Means,0.6571946984952983
4652,K-Means,0.734933657371404
4653,K-Means,0.45215159505955016
4654,K-Means,0.861196934926825
4655,K-Means,0.5759882803390619
4656,K-Means,0.09546214262332475
4657,K-Means,0.850026016584202
4658,K-Means,0.6300536553550803
4659,K-Means,0.5302462813889445
4660,K-Means,0.4844604255104421
4661,K-Means,0.6466966442124082
4662,K-Means,0.5605030821341237
4663,K-Means,0.09873597007673379
4664,K-Means,0.09391255599195088
4665,K-Means,0.6352621025566554
4666,K-Means,0.6552128950178822
4667,K-Means,0.5652829019297265
4668,K-Means,0.667653953997857
4669,K-Means,0.6340893584862366
4670,K-Means,0.8514679168131916
4671,K-Means,0.10875572111057474
4672,K-Means,0.8666902859182979
4673,K-Means,0.739486322815247
4674,K-Means,0.7802311600996906
4675,K-Means,0.7688803517833709
4676,K-Means,0.6527745056656944
4677,K-Means,0.7479871823850811
4678,K-Means,0.5146849467495066
4679,K-Means,0.6055929147266321
4680,K-Means,0.10316707779155493
4681,K-Means,0.6189171295492584
4682,K-Means,0.797797725993916
4683,K-Means,0.5623696200269632
4684,K-Means,0.6461875331068101
4685,K-Means,0.7148360600286497
4686,K-Means,0.6267177621408233
4687,K-Means,0.7304524026599826
4688,K-Means,0.6802777364200923
4689,K-Means,0.5908250818444675
4690,K-Means,0.7780987574255119
4691,K-Means,0.6005598514352768
4692,K-Means,0.4638881757758968
4693,K-Means,0.47054173380611275
4694,K-Means,0.08880375718247874
4695,K-Means,0.7608994762838618
4696,K-Means,0.459161498151207
4697,K-Means,0.098212313282354
4698,K-Means,0.4272597380269183
4699,K-Means,0.6087333496998812
4700,K-Means,0.5829381091100627
4701,K-Means,0.8377636416835326
4702,K-Means,0.6645706415452746
4703,K-Means,0.09754590666827301
4704,K-Means,0.47985731646479957
4705,K-Means,0.5000375850239597
4706,K-Means,0.5304598323134664
4707,K-Means,0.5489441399284767
4708,K-Means,0.39483895398155694
4709,K-Means,0.3874667084065304
4710,K-Means,0.3724094532488612
4711,K-Means,0.09106255047527496
4712,K-Means,0.7849136065433756
4713,K-Means,0.5123148780673668
4714,K-Means,0.838704787027671
4715,K-Means,0.8827638690713104
4716,K-Means,0.5358997882987541
4717,K-Means,0.8099754200377458
4718,K-Means,0.8447527776224171
4719,K-Means,0.3267083897104224
4720,K-Means,0.09167290088748091
4721,K-Means,0.8333209611002186
4722,K-Means,0.7704873423932607
4723,K-Means,0.6082263496925344
4724,K-Means,0.581411945085437
4725,K-Means,0.09181976179959
4726,K-Means,0.4909336899820774
4727,K-Means,0.7700406752724644
4728,K-Means,0.4779721603470227
4729,K-Means,0.7786896263376124
4730,K-Means,0.5647910027579158
4731,K-Means,0.6169244115389134
4732,K-Means,0.5349785594851217
4733,K-Means,0.8153860404602343
4734,K-Means,0.7716602656345183
4735,K-Means,0.5673431143430985
4736,K-Means,0.6272168639060322
4737,K-Means,0.7321613363098538
4738,K-Means,0.4280183116906986
4739,K-Means,0.5257791975089193
4740,K-Means,0.6415917709660057
4741,K-Means,0.8332604372742494
4742,K-Means,0.7274874055437381
4743,K-Means,0.31477810173220233
4744,K-Means,0.4183999778752385
4745,K-Means,0.4793900247608431
4746,K-Means,0.7894058379608591
4747,K-Means,0.10421343555453838
4748,K-Means,0.3246361999411128
4749,K-Means,0.6468886978676225
4750,K-Means,0.39014082729046506
4751,K-Means,0.7528964503882609
4752,K-Means,0.6369755023085926
4753,K-Means,0.5797244783590134
4754,K-Means,0.09508785368656583
4755,K-Means,0.1109405329589345
4756,K-Means,0.6978247626331939
4757,K-Means,0.5296558162241751
4758,K-Means,0.5758695666715152
4759,K-Means,0.36947211239240874
4760,K-Means,0.6240111408928142
4761,K-Means,0.4072211705464711
4762,K-Means,0.4399286950831649
4763,K-Means,0.6123179785478448
4764,K-Means,0.5882305835927031
4765,K-Means,0.4774140056135556
4766,K-Means,0.4822526023476709
4767,K-Means,0.6773185811271445
4768,K-Means,0.5513578542347113
4769,K-Means,0.6164344083504775
4770,K-Means,0.6782385533679718
4771,K-Means,0.7489611127993567
4772,K-Means,0.7423195297780428
4773,K-Means,0.6809202032512307
4774,K-Means,0.5078288999587218
4775,K-Means,0.41637340733173717
4776,K-Means,0.8153021328417571
4777,K-Means,0.4575892491515292
4778,K-Means,0.6973038338316244
4779,K-Means,0.3828056855787955
4780,K-Means,0.8535105234470771
4781,K-Means,0.6591035849305014
4782,K-Means,0.45960290303629486
4783,K-Means,0.5773605229397184
4784,K-Means,0.46554232024516945
4785,K-Means,0.7108732041832183
4786,K-Means,0.4489384737774484
4787,K-Means,0.7871102305311619
4788,K-Means,0.4476222731489773
4789,K-Means,0.8174372590651904
4790,K-Means,0.09764070099928375
4791,K-Means,0.7528214055059186
4792,K-Means,0.555681496472009
4793,K-Means,0.44948262776679143
4794,K-Means,0.7234077452126542
4795,K-Means,0.4133820946375524
4796,K-Means,0.6227908140746925
4797,K-Means,0.40818262798069604
4798,K-Means,0.7864653493179967
4799,K-Means,0.7644314663568799
4800,K-Means,0.09084879844869825
4801,K-Means,0.5769646128596412
4802,K-Means,0.7738461468666603
4803,K-Means,0.3506641848567691
4804,K-Means,0.09787808474946877
4805,K-Means,0.3219961143948272
4806,K-Means,0.4960520714099733
4807,K-Means,0.42090207888590336
4808,K-Means,0.5744598100908006
4809,K-Means,0.3803948762899654
4810,K-Means,0.6829487714838771
4811,K-Means,0.3498516292430216
4812,K-Means,0.31338141654656376
4813,K-Means,0.822250902838666
4814,K-Means,0.7037526391316067
4815,K-Means,0.3864135142917172
4816,K-Means,0.5587331978065679
4817,K-Means,0.6995485857273117
4818,K-Means,0.32060563728755487
4819,K-Means,0.7506383925064087
4820,K-Means,0.38537681086554554
4821,K-Means,0.6100079940656369
4822,K-Means,0.10226904862144524
4823,K-Means,0.4671185442192496
4824,K-Means,0.7279086693612402
4825,K-Means,0.6930009703237918
4826,K-Means,0.8102746285414364
4827,K-Means,0.5314336839818827
4828,K-Means,0.7411115823343648
4829,K-Means,0.5634522060111709
4830,K-Means,0.7404650979236661
4831,K-Means,0.31577945425059706
4832,K-Means,0.5799210457206248
4833,K-Means,0.5312401911162673
4834,K-Means,0.5916404299380031
4835,K-Means,0.6842165637707835
4836,K-Means,0.6128026888328931
4837,K-Means,0.5966357843599659
4838,K-Means,0.6516611944416619
4839,K-Means,0.698353201045605
4840,K-Means,0.494057282195869
4841,K-Means,0.6683015816905122
4842,K-Means,0.6252030170523829
4843,K-Means,0.6801838549051258
4844,K-Means,0.5789162787947537
4845,K-Means,0.552010844783033
4846,K-Means,0.6145068701026366
4847,K-Means,0.7434008166793816
4848,K-Means,0.09661148160086125
4849,K-Means,0.6724130360906151
4850,K-Means,0.32457859132686795
4851,K-Means,0.513981769013869
4852,K-Means,0.5297252141342352
4853,K-Means,0.6389573002002016
4854,K-Means,0.42124015734338977
4855,K-Means,0.8104117581607193
4856,K-Means,0.4340957596370515
4857,K-Means,0.09223644840874817
4858,K-Means,0.09083217708942268
4859,K-Means,0.7414443212398452
4860,K-Means,0.5030714176532014
4861,K-Means,0.5628439250786565
4862,K-Means,0.6248560010458982
4863,K-Means,0.7017117766707337
4864,K-Means,0.6583035556207908
4865,K-Means,0.8327573686631207
4866,K-Means,0.6908173657032534
4867,K-Means,0.6305763705280403
4868,K-Means,0.44638694240406573
4869,K-Means,0.6858820869812228
4870,K-Means,0.7689447323968016
4871,K-Means,0.4885611486156892
4872,K-Means,0.6972429630119572
4873,K-Means,0.7083558404511885
4874,K-Means,0.6337646512362591
4875,K-Means,0.7194894374554175
4876,K-Means,0.7415984056362914
4877,K-Means,0.4292194563207178
4878,K-Means,0.657798904557579
4879,K-Means,0.08624359795087404
4880,K-Means,0.48920438683742873
4881,K-Means,0.4323642320772465
4882,K-Means,0.6492183078923666
4883,K-Means,0.5431514589217652
4884,K-Means,0.6487613309581257
4885,K-Means,0.09196550749571608
4886,K-Means,0.45779416547831264
4887,K-Means,0.4270658005745973
4888,K-Means,0.7110331610410647
4889,K-Means,0.362623330263799
4890,K-Means,0.4038937824586418
4891,K-Means,0.7085770865525475
4892,K-Means,0.10781117432169725
4893,K-Means,0.6286826656086595
4894,K-Means,0.6984460291272594
4895,K-Means,0.10576270571441121
4896,K-Means,0.6334952012925112
4897,K-Means,0.09200661678433292
4898,K-Means,0.727843723386148
4899,K-Means,0.49833970675838046
4900,K-Means,0.4107757566753803
4901,K-Means,0.4552104971577775
4902,K-Means,0.08849500552991066
4903,K-Means,0.7336300377290051
4904,K-Means,0.09421255397981473
4905,K-Means,0.8473342871516647
4906,K-Means,0.09392497534575714
4907,K-Means,0.3885155929133431
4908,K-Means,0.5859655845309417
4909,K-Means,0.5536675689684464
4910,K-Means,0.5476314714770515
4911,K-Means,0.33361809833355527
4912,K-Means,0.40758042874655076
4913,K-Means,0.6446622404535767
4914,K-Means,0.7994361844406002
4915,K-Means,0.5925689576315443
4916,K-Means,0.6598721428442912
4917,K-Means,0.6527234407749466
4918,K-Means,0.6848578756077006
4919,K-Means,0.6213731973694556
4920,K-Means,0.7387192882513874
4921,K-Means,0.48937334919714004
4922,K-Means,0.63628624733709
4923,K-Means,0.7396180725122958
4924,K-Means,0.6635289042733783
4925,K-Means,0.6685731855254794
4926,K-Means,0.7053879452132972
4927,K-Means,0.4798809087253786
4928,K-Means,0.6261067465410546
4929,K-Means,0.6691018549678581
4930,K-Means,0.7422089077594662
4931,K-Means,0.09177415519231809
4932,K-Means,0.6307744721931545
4933,K-Means,0.6672839726439554
4934,K-Means,0.622271971784325
4935,K-Means,0.6341640569193115
4936,K-Means,0.49493793626990723
4937,K-Means,0.5239632438170561
4938,K-Means,0.7913016586108127
4939,K-Means,0.4686358656520009
4940,K-Means,0.8414830629052263
4941,K-Means,0.7529631234703573
4942,K-Means,0.4132508881972984
4943,K-Means,0.46568608588357374
4944,K-Means,0.6181621116162878
4945,K-Means,0.6999034486192119
4946,K-Means,0.09128043244369313
4947,K-Means,0.8146825371035269
4948,K-Means,0.39814076086884226
4949,K-Means,0.4770354657170327
4950,K-Means,0.48284797191521356
4951,K-Means,0.7358863941682506
4952,K-Means,0.8201412389087975
4953,K-Means,0.6183407915982617
4954,K-Means,0.7884676647860824
4955,K-Means,0.4801117418464931
4956,K-Means,0.4351396598017492
4957,K-Means,0.8244770964529919
4958,K-Means,0.6824631518388518
4959,K-Means,0.3810241939423161
4960,K-Means,0.08996083527702028
4961,K-Means,0.769598094234943
4962,K-Means,0.6249295838582123
4963,K-Means,0.5497244337805072
4964,K-Means,0.565112181093354
4965,K-Means,0.10344424116822964
4966,K-Means,0.6241162688168582
4967,K-Means,0.6640942560992209
4968,K-Means,0.7130552018321097
4969,K-Means,0.7154150559066336
4970,K-Means,0.6342992243231176
4971,K-Means,0.5837242515945263
4972,K-Means,0.6901332929336981
4973,K-Means,0.5014110269602001
4974,K-Means,0.4216921656451015
4975,K-Means,0.7025038286392682
4976,K-Means,0.6853134010727384
4977,K-Means,0.727357417289354
4978,K-Means,0.8406108503737721
4979,K-Means,0.5722137126178699
4980,K-Means,0.666217905118984
4981,K-Means,0.593024630085804
4982,K-Means,0.6516852900258164
4983,K-Means,0.6668285795175841
4984,K-Means,0.6692889902379835
4985,K-Means,0.8404752277536178
4986,K-Means,0.6956357722489261
4987,K-Means,0.40168818517583893
4988,K-Means,0.638980785051017
4989,K-Means,0.5818146564319389
4990,K-Means,0.6810497137253786
4991,K-Means,0.0847382296518845
4992,K-Means,0.5576872611884715
4993,K-Means,0.8709689914109363
4994,K-Means,0.47657195836627153
4995,K-Means,0.8103525362583066
4996,K-Means,0.6689447847289308
4997,K-Means,0.5820768231104189
4998,K-Means,0.6740818631751017
4999,K-Means,0.76406720313608
5000,K-Means,0.6025539775234459
5001,K-Means,0.44067361757251744
5002,K-Means,0.5414111163048273
5003,K-Means,0.7902270903857551
5004,K-Means,0.7687998135299636
5005,K-Means,0.10591431525224443
5006,K-Means,0.4433300327022646
5007,K-Means,0.49377355606426565
5008,K-Means,0.465479485424122
5009,K-Means,0.8128333562752774
5010,K-Means,0.6658604306354065
5011,K-Means,0.7366454395209012
5012,K-Means,0.8129283292469256
5013,K-Means,0.6336874979125309
5014,K-Means,0.6772631143728269
5015,K-Means,0.7732716837264503
5016,K-Means,0.8736143935076958
5017,K-Means,0.6319030236744205
5018,K-Means,0.6744329815495822
5019,K-Means,0.601230969081247
5020,K-Means,0.5238657213794983
5021,K-Means,0.460981734433413
5022,K-Means,0.4297175090158343
5023,K-Means,0.48176682788128344
5024,K-Means,0.7454299846929526
5025,K-Means,0.09270689229393794
5026,K-Means,0.5359611473422095
5027,K-Means,0.6247637562936875
5028,K-Means,0.6261155691771265
5029,K-Means,0.5931457112054817
5030,K-Means,0.7782666977613854
5031,K-Means,0.4946540424566579
5032,K-Means,0.6531142274723749
5033,K-Means,0.09290316968971243
5034,K-Means,0.1018923677159533
5035,K-Means,0.4719557351490358
5036,K-Means,0.5064422830980565
5037,K-Means,0.6344253144853635
5038,K-Means,0.45784818051539933
5039,K-Means,0.6608278011149394
5040,K-Means,0.6974566206719828
5041,K-Means,0.7560879392439069
5042,K-Means,0.6014848214056902
5043,K-Means,0.6273840543995616
5044,K-Means,0.4945908286024908
5045,K-Means,0.5431151574227331
5046,K-Means,0.58813657658032
5047,K-Means,0.10244884042410074
5048,K-Means,0.7623037729794562
5049,K-Means,0.43050065467431675
5050,K-Means,0.5347155470168565
5051,K-Means,0.7702384282932038
5052,K-Means,0.6031108941167813
5053,K-Means,0.7953452483236009
5054,K-Means,0.8012507406955505
5055,K-Means,0.7546498362519263
5056,K-Means,0.46687199237196464
5057,K-Means,0.7361262836419629
5058,K-Means,0.8190481463139692
5059,K-Means,0.7343619987162572
5060,K-Means,0.5697657262337882
5061,K-Means,0.793102242654974
5062,K-Means,0.6570757071098585
5063,K-Means,0.7809217853513014
5064,K-Means,0.7434876716771929
5065,K-Means,0.7243480133198386
5066,K-Means,0.5726675506958474
5067,K-Means,0.08881328412992512
5068,K-Means,0.4656015592226154
5069,K-Means,0.8750163734133646
5070,K-Means,0.7090245238162425
5071,K-Means,0.6457512764945201
5072,K-Means,0.0921141727078362
5073,K-Means,0.4187766304495314
5074,K-Means,0.8453314295985914
5075,K-Means,0.5513222275303202
5076,K-Means,0.5098243401709743
5077,K-Means,0.4603938492149062
5078,K-Means,0.7313127216586852
5079,K-Means,0.7565753939331763
5080,K-Means,0.09736476550286674
5081,K-Means,0.7947558070683487
5082,K-Means,0.0964808957703148
5083,K-Means,0.5343343082051121
5084,K-Means,0.5636457496123038
5085,K-Means,0.10018539078178615
5086,K-Means,0.5969435270364891
5087,K-Means,0.5674605651405269
5088,K-Means,0.8405906346895327
5089,K-Means,0.7522878086315474
5090,K-Means,0.7017656475773129
5091,K-Means,0.525388035789767
5092,K-Means,0.09014272866985794
5093,K-Means,0.7399100953093738
5094,K-Means,0.7044491569501103
5095,K-Means,0.528214624499069
5096,K-Means,0.6808784720667751
5097,K-Means,0.486208507736128
5098,K-Means,0.5112975459879201
5099,K-Means,0.37174310913098596
5100,K-Means,0.09426678471778374
5101,K-Means,0.526434753772124
5102,K-Means,0.7041004795399141
5103,K-Means,0.5424103127910642
5104,K-Means,0.5343163039890497
5105,K-Means,0.48921153918824395
5106,K-Means,0.47366409300569245
5107,K-Means,0.6266541834525046
5108,K-Means,0.5843259497839348
5109,K-Means,0.7687569400350902
5110,K-Means,0.5742637850616085
5111,K-Means,0.6524546250075822
5112,K-Means,0.5919291971338008
5113,K-Means,0.6294775596378932
5114,K-Means,0.37861105334982403
5115,K-Means,0.6148112353854114
5116,K-Means,0.8446685135363927
5117,K-Means,0.5217119482788068
5118,K-Means,0.7195157018609997
5119,K-Means,0.39825738259993243
5120,K-Means,0.10729656872094592
5121,K-Means,0.7989310719646436
5122,K-Means,0.09019330291108424
5123,K-Means,0.08780320858194945
5124,K-Means,0.7607513687553071
5125,K-Means,0.092397757010414
5126,K-Means,0.10476166536488904
5127,K-Means,0.483181178163718
5128,K-Means,0.626543877193029
5129,K-Means,0.45885794190800855
5130,K-Means,0.7140502988719307
5131,K-Means,0.5764899387022855
5132,K-Means,0.09383259199761818
5133,K-Means,0.8766752369007778
5134,K-Means,0.5131072248980144
5135,K-Means,0.7342033870296643
5136,K-Means,0.7834122815218783
5137,K-Means,0.48087070500837653
5138,K-Means,0.7535546575554054
5139,K-Means,0.80589397801393
5140,K-Means,0.6553743921155891
5141,K-Means,0.8024777481799017
5142,K-Means,0.5738309771555009
5143,K-Means,0.5395691067149286
5144,K-Means,0.5945876621384274
5145,K-Means,0.4382166506835228
5146,K-Means,0.5167733295986829
5147,K-Means,0.7489413947665851
5148,K-Means,0.5763157829452243
5149,K-Means,0.08795250611127986
5150,K-Means,0.09028792697258235
5151,K-Means,0.12459169054278825
5152,K-Means,0.8228464584362445
5153,K-Means,0.4768408670917137
5154,K-Means,0.10172052106001042
5155,K-Means,0.5556881784029881
5156,K-Means,0.5422383454540813
5157,K-Means,0.3393618514747186
5158,K-Means,0.08943395326255263
5159,K-Means,0.8854042001047358
5160,K-Means,0.7940539137461264
5161,K-Means,0.08878268956636001
5162,K-Means,0.5467220452986263
5163,K-Means,0.3377355620218885
5164,K-Means,0.6719729271805324
5165,K-Means,0.5067258409586718
5166,K-Means,0.6247357486411853
5167,K-Means,0.5930509250427687
5168,K-Means,0.5665084265673628
5169,K-Means,0.6597325777666359
5170,K-Means,0.5528631283469215
5171,K-Means,0.6355753253440779
5172,K-Means,0.5855658595098774
5173,K-Means,0.37263886548752734
5174,K-Means,0.49020530024519793
5175,K-Means,0.4493626928094632
5176,K-Means,0.48067805960005927
5177,K-Means,0.5421303010702103
5178,K-Means,0.6666358436111297
5179,K-Means,0.0986955782655792
5180,K-Means,0.7023609656223001
5181,K-Means,0.6106698928991943
5182,K-Means,0.5038962652712027
5183,K-Means,0.6665359213693554
5184,K-Means,0.39900592374325267
5185,K-Means,0.5960503040428939
5186,K-Means,0.5280809323166125
5187,K-Means,0.6915444744741788
5188,K-Means,0.4746594998620174
5189,K-Means,0.8754105715898681
5190,K-Means,0.391718233375057
5191,K-Means,0.6279831308393842
5192,K-Means,0.46246912241501725
5193,K-Means,0.49698046940399865
5194,K-Means,0.3766674248336892
5195,K-Means,0.5741583399056732
5196,K-Means,0.6441147843555268
5197,K-Means,0.6853764269559903
5198,K-Means,0.67589290766278
5199,K-Means,0.3487012630217025
5200,K-Means,0.607766453256666
5201,K-Means,0.6451643636609667
5202,K-Means,0.8529724117324444
5203,K-Means,0.8551867529997973
5204,K-Means,0.47832736255464214
5205,K-Means,0.6194008500960378
5206,K-Means,0.8356480472028496
5207,K-Means,0.4462365338362975
5208,K-Means,0.6931598888520256
5209,K-Means,0.6971605369174328
5210,K-Means,0.6527685401780463
5211,K-Means,0.3129531614966422
5212,K-Means,0.6767427154012755
5213,K-Means,0.4439368534653577
5214,K-Means,0.7884780395988807
5215,K-Means,0.5651465595266951
5216,K-Means,0.8759514259368508
5217,K-Means,0.6067325924470404
5218,K-Means,0.4347661765954809
5219,K-Means,0.08962581740613368
5220,K-Means,0.8164899698644867
5221,K-Means,0.45283791470344054
5222,K-Means,0.7726741744541089
5223,K-Means,0.5532783530241053
5224,K-Means,0.08348493889148743
5225,K-Means,0.7336703393866956
5226,K-Means,0.7184446765224988
5227,K-Means,0.7555117602742658
5228,K-Means,0.6978227140906601
5229,K-Means,0.8566707263213262
5230,K-Means,0.09153391031498678
5231,K-Means,0.7776961848480037
5232,K-Means,0.5572221701232034
5233,K-Means,0.7802412101150915
5234,K-Means,0.6368455416237176
5235,K-Means,0.632472949808343
5236,K-Means,0.631805479299774
5237,K-Means,0.5117524350006464
5238,K-Means,0.780303832225941
5239,K-Means,0.4657554192274215
5240,K-Means,0.5072170324452965
5241,K-Means,0.7518478715256299
5242,K-Means,0.6851513868192664
5243,K-Means,0.6688996767465756
5244,K-Means,0.09170913950808265
5245,K-Means,0.6490553929761385
5246,K-Means,0.7796313364434087
5247,K-Means,0.7633269986274076
5248,K-Means,0.7062513156464355
5249,K-Means,0.5084968405244441
5250,K-Means,0.08861832860375607
5251,K-Means,0.6389998801490167
5252,K-Means,0.48818391114611326
5253,K-Means,0.09401189100084666
5254,K-Means,0.32571798063989704
5255,K-Means,0.7433710991177395
5256,K-Means,0.8295172027260875
5257,K-Means,0.5728000806355833
5258,K-Means,0.6894830523176136
5259,K-Means,0.1092698201699763
5260,K-Means,0.843381216055928
5261,K-Means,0.7644195603558522
5262,K-Means,0.4646087102375176
5263,K-Means,0.5045333350162873
5264,K-Means,0.43629147916032884
5265,K-Means,0.6053506481666346
5266,K-Means,0.6956579773109239
5267,K-Means,0.7473246937473776
5268,K-Means,0.7320088957186842
5269,K-Means,0.32942700234363503
5270,K-Means,0.6920587193674708
5271,K-Means,0.7546518091772103
5272,K-Means,0.7509060123674283
5273,K-Means,0.7109975158654307
5274,K-Means,0.6030390543655857
5275,K-Means,0.49253863802047604
5276,K-Means,0.8185541613714988
5277,K-Means,0.7728096851794779
5278,K-Means,0.48644351434309363
5279,K-Means,0.44869681810406065
5280,K-Means,0.5934265337170322
5281,K-Means,0.7035194895971556
5282,K-Means,0.11705078262154883
