gene1,2404.2,2865.7,2798.4,2080.5,2526.5
gene2,2019.6,1133.4,1099.9,1696.7,1861.2
gene3,65.4,95.4,81.3,93,14.9
gene4,577.2,526.9,575.8,499.1,360.8
gene5,24.1,8.2,58.3,24.4,4.7
gene6,111.1,73.7,118.9,95.1,63.2
gene7,92.2,117.2,182.4,51.1,90.4
gene8,18.9,13.1,17.5,14.4,57.6
gene9,5.1,2.6,4.7,5.3,3.3
gene10,155.1,117,130.7,175.4,133.1
