,ID_REF,GSM215632,GSM215633,GSM215636,GSM215639,GSM215642
2419,LMOD3,8.1,8.7,4.4,3.6,12.3
2420,GUSBP2,166.3,125.9,125.6,158.1,122.6
2421,KCTD7 /// RABGEF1,33.8,28.3,52.2,8.3,45.5
2422,IMMP2L,52.7,61.8,35.1,19.2,60.6
2423,CA6,5.8,2.2,40.3,24.2,10.7
2424,TTC40,73.8,12.0,51.7,18.3,59.1
2425,KDELR1,2668.0,2640.2,3257.7,2876.4,2608.0
2426,,56.1,5.1,54.6,42.4,49.3
2427,PTPRM,1780.6,1258.7,1274.1,1401.1,1365.9
2428,LINC00824,48.4,13.0,103.0,62.6,41.6
2429,TP63,4.6,12.5,10.6,6.1,5.9
2430,FAM71B,8.2,10.1,10.0,18.4,14.5
2431,FAM71B,48.0,10.8,54.7,29.8,7.9
2432,PDZRN3,16.7,9.0,93.5,58.8,82.0
2433,GATA1,74.5,19.3,25.9,33.7,16.5
2434,PIF1,6.6,4.7,7.7,8.3,20.2
2435,MBNL1,287.0,193.3,189.7,187.1,107.3
2436,SCRN3,296.8,245.1,200.5,347.9,279.2
2437,DUSP19,63.8,49.3,106.2,45.1,76.6
2438,APOL4,3.9,22.6,5.0,11.6,4.1
2439,,3.8,29.4,2.0,3.2,33.0
2440,ELAVL3,3.1,3.5,6.1,8.3,6.6
2441,BAGE,51.8,51.3,57.4,57.7,3.8
2442,BAGE,75.9,59.6,10.3,40.7,46.3
2443,GDPD1,488.7,431.7,465.3,530.0,474.4
2444,CAPRIN2,74.8,90.1,18.7,31.9,30.4
2445,ZMAT3,182.0,198.3,220.3,322.0,264.8
2446,AGK,21.7,39.0,42.7,4.3,43.3
2447,MBD1,161.5,285.4,89.4,238.3,384.4
2448,G6PC,14.7,156.5,58.8,137.8,45.0
2449,ZAP70,14.1,11.7,40.7,5.1,3.2
2450,SUGT1P1,150.5,90.7,130.8,141.0,86.2
2451,AC010524.4,59.8,16.7,14.8,19.9,8.0
2452,AC010524.4,135.5,87.8,23.6,80.8,78.1
2453,SAE1,1643.5,1776.4,1534.7,2258.8,2082.9
2454,PTGIR,70.4,64.2,74.3,59.0,14.6
2455,,3.1,10.0,3.4,20.6,6.2
2456,SSH1,70.0,60.9,34.6,36.7,36.5
2457,SLAMF1,88.3,50.2,14.7,59.4,7.5
2458,C21orf67,139.4,129.7,36.2,162.3,79.0
2459,HAVCR2,13.7,13.5,9.1,12.4,8.2
2460,HAVCR2,4.3,4.3,12.1,3.8,2.8
2461,NARR /// RAB34,6.8,12.3,34.5,10.5,33.1
2462,,19.1,12.7,52.2,17.4,10.0
2463,PIK3IP1,61.5,78.8,104.2,89.8,4.1
2464,LILRA5,84.5,72.2,98.0,33.3,70.5
2465,CD300LG,7.5,46.2,7.7,26.0,4.8
2466,SAMSN1,51.7,18.8,8.3,36.4,23.3
2467,RBM14,149.8,132.2,68.3,163.2,160.5
2468,DAOA,9.8,7.6,6.2,4.7,11.4
2469,LILRA5,2.2,55.2,32.9,1.9,44.0
2470,GAFA2,4.9,18.3,25.1,12.2,12.9
2471,Dbpht2,43.5,54.1,58.3,20.4,28.0
2472,FOXP2,10.8,9.1,30.2,12.7,51.4
2473,FOXP2,44.4,18.9,64.3,4.4,10.7
2474,KLHL17,78.9,156.6,94.0,48.3,128.9
2475,OR10A5,13.5,19.7,21.6,27.2,13.7
2476,,14169.9,10306.8,14017.9,14912.5,14852.6
2477,OR10A4,5.8,9.7,23.3,9.2,3.5
2478,CD300LG,52.8,52.6,51.8,51.3,25.0
2479,TREML1,15.2,10.7,58.9,15.8,8.8
2480,OR8D1,83.5,55.6,102.4,22.4,113.8
2481,DAOA,45.1,10.6,9.7,2.9,51.2
2482,,8.2,4.9,5.5,45.9,5.2
2483,,5.5,7.5,37.1,13.4,30.9
2484,PTPRS,9.1,14.1,4.9,15.0,92.1
2485,PARK2,99.2,28.0,93.3,45.4,8.1
2486,ICA1L,27.8,70.7,26.2,15.1,43.0
2487,KRTAP2-3 /// KRTAP2-4,61.3,12.0,17.4,5.3,8.6
2488,BLID,36.4,7.0,11.3,21.4,3.7
2489,GSX1,32.0,10.8,14.2,3.1,21.8
2490,SMC1A,102.8,124.3,116.5,159.7,108.9
2491,ST3GAL3,70.9,153.0,97.4,133.9,43.9
2492,RTN4IP1,1106.6,617.4,724.3,1218.0,849.0
2493,SMOX,31.6,5.8,6.2,105.6,14.6
2494,,99.8,68.7,93.7,67.6,57.4
2495,OTUB2,33.4,20.4,79.4,19.9,13.1
2496,H6PD,18.0,105.3,61.7,79.2,61.8
2497,CLEC4C,3.1,17.3,3.8,6.4,2.9
2498,SLA2,88.4,115.3,80.1,65.9,74.6
2499,CD80,19.8,2.2,36.9,14.0,37.1
2500,KLRC4-KLRK1 /// KLRK1,110.4,11.0,14.4,47.7,5.7
2501,,6.7,4.8,3.3,32.2,2.1
2502,KCNIP3,59.5,28.3,25.2,49.8,17.7
2503,CLRN1,68.7,36.4,17.5,11.9,6.2
2504,KLK4,519.7,693.8,893.4,591.7,547.0
2505,ST3GAL3,153.6,179.8,89.3,96.6,103.7
2506,ST3GAL3,17.7,39.9,17.8,129.7,103.8
2507,CMTM3,99.9,87.8,92.7,82.8,107.7
2508,CMTM3,30.8,10.1,14.0,18.0,13.1
2509,TNAP,19.7,32.2,5.1,62.2,10.8
2510,OFCC1,9.3,23.3,5.3,28.4,2.3
2511,,10.8,25.7,9.1,4.3,10.4
2512,,8.9,19.4,19.5,69.5,27.5
2513,PNKD,83.6,140.7,106.9,111.0,91.8
2514,HRH3,167.3,196.0,192.1,189.0,175.7
2515,CXADR,317.3,354.1,343.6,303.1,366.5
2516,,22.1,1.7,0.3,41.7,1.0
2517,,18.4,9.7,35.5,38.1,23.7
2518,MAATS1,20.5,58.8,19.8,4.5,46.9
2519,SCAMPER,46.3,55.9,95.2,51.1,73.0
2520,,55.5,51.1,55.6,36.9,31.0
2521,TAGLN,17.9,45.7,38.9,9.5,13.9
2522,RGS5,37.6,10.5,46.4,10.0,51.4
2523,GAFA3,3.1,8.6,32.1,1.7,5.3
2524,,10.3,1.0,4.3,4.3,1.7
2525,MS4A4A,65.8,19.1,83.4,36.9,62.7
2526,CD209,35.2,97.2,102.8,28.6,70.6
2527,CFL1,9044.6,9903.5,9685.5,9225.4,11028.6
2528,AP1S3,844.8,541.1,762.3,1059.4,1181.7
2529,AP1S3,733.1,667.4,580.9,866.7,886.8
2530,AP1S3,791.2,434.6,410.8,681.9,1110.1
2531,BAP1,302.4,303.2,216.7,183.6,305.1
2532,AGTRAP,2085.2,2898.7,2316.3,2141.4,1636.2
2533,KLK4,913.5,1233.4,1051.2,845.3,1132.6
2534,CMTM1,30.1,8.9,5.5,49.3,6.8
2535,MRAP,6.6,9.1,17.7,15.3,7.6
2536,MRAP,114.1,115.9,62.3,14.8,121.1
2537,ERVH-6,76.0,67.1,138.8,39.6,78.9
2538,ERVH-6,52.2,85.1,378.4,47.8,191.7
2539,LYZ,24.5,64.7,42.6,7.5,16.0
2540,CD79B,41.3,60.8,85.8,69.6,82.6
2541,CD79B,7.0,65.6,15.6,104.7,32.9
2542,SF1,4.1,2.3,4.9,2.9,26.8
2543,GEMIN7,668.4,842.1,759.5,650.5,760.6
2544,STH,64.4,177.1,35.4,59.9,45.1
2545,ERVH-6,6.0,9.8,8.5,6.2,6.3
2546,ATN1,20.7,60.5,68.1,54.7,209.8
2547,,4.8,1.5,31.9,20.2,11.2
2548,CLEC7A,299.4,218.7,231.8,233.5,316.0
2549,C7orf34,15.2,12.7,19.0,57.4,37.4
2550,CDKN3,4862.8,2507.2,2277.8,4081.5,5469.0
2551,CCL5,11.5,10.6,121.0,8.8,16.3
2552,RBM15,1042.3,752.9,989.7,955.7,1032.9
2553,RBM15,137.5,553.3,305.4,110.2,133.9
2554,RBM15,558.6,542.7,462.2,591.2,786.2
2555,MKL1,13.1,68.7,33.8,97.3,65.8
2556,TIMM10,5467.3,4085.9,3655.7,7645.2,6557.9
2557,GNG4,12.5,13.1,78.2,30.8,8.3
2558,GNG2,3.8,2.6,37.9,11.0,2.2
2559,CDC25A,561.8,561.2,410.8,399.9,622.2
2560,BPIFC,13.3,58.0,50.3,12.9,23.8
2561,ZAR1,78.7,38.7,79.2,58.8,50.8
2562,ZAR1,121.6,48.6,99.9,53.8,34.7
2563,POSTN,34.7,4.4,68.0,29.2,32.7
2564,POSTN,1.8,4.8,5.6,4.2,4.0
2565,CD79A,155.6,190.9,77.4,10.6,94.5
2566,RHEB,5026.3,5101.6,4283.2,4943.0,5563.6
2567,PQLC2,64.5,87.4,122.0,96.2,155.7
2568,PQLC2,67.9,17.1,146.2,72.5,121.7
2569,IRAK1,341.8,366.0,257.3,302.7,450.2
2570,XRN1,160.0,150.5,170.6,140.0,162.9
2571,LINC00520,697.5,551.3,683.4,385.7,305.0
2572,C11orf63,19.3,50.6,6.2,11.8,81.2
2573,TRIB3,685.1,290.2,174.7,972.7,208.0
2574,PHF23,966.5,1201.6,1104.6,1196.7,1240.3
2575,TMEM192 /// ZNF320,4269.9,4643.7,4899.4,4014.4,3573.8
2576,CCDC116,26.0,24.7,48.1,29.5,25.0
2577,ZFP82,509.2,874.0,778.3,658.5,762.4
2578,ARL17A /// ARL17B /// LOC100294341,30.4,24.7,7.3,11.0,3.4
2579,ARPC5,3597.1,4099.9,4349.8,4168.7,4851.8
2580,LOC400692,3.4,1.5,1.7,28.7,1.0
2581,FCRL5,15.1,8.3,43.0,2.3,22.7
2582,ZNF385B,1182.6,549.6,343.4,549.6,1069.4
2583,ZNF385B,1415.8,758.8,638.7,901.2,1418.5
2584,C11orf57,628.1,700.3,716.1,655.3,791.2
2585,MAP3K19,6.5,4.9,3.5,2.7,11.5
2586,MOG,4.6,14.5,11.4,8.5,3.5
2587,EXD2,399.8,397.5,485.5,665.3,406.6
2588,CRISPLD2,12.2,18.5,31.6,12.5,53.1
2589,ARHGDIB,65.6,112.9,126.0,101.5,32.3
2590,ARHGDIB,77.1,62.0,42.0,41.2,45.9
2591,RHOA,8994.2,10512.3,9953.6,10624.1,12145.8
2592,L3MBTL2,427.5,325.9,311.4,432.8,545.3
2593,THSD4,3.9,2.3,0.8,3.1,29.5
2594,THSD4,5.8,3.3,6.2,11.9,3.2
2595,SAMD14,48.1,18.7,11.8,4.2,12.1
2596,MKS1,223.6,288.3,379.3,320.1,288.4
2597,AKT1S1,217.9,113.8,139.2,121.1,160.1
2598,FAM138A /// FAM138B /// FAM138C /// FAM138D /// FAM138E /// FAM138F,65.5,11.3,5.4,60.9,25.0
2599,PACS2,1341.2,2086.3,1504.1,1477.3,1088.0
2600,PACS2,382.7,510.9,315.3,167.6,198.8
2601,BIRC5 /// EPR-1,287.2,196.5,141.5,195.9,355.6
2602,CCNL1,120.7,116.1,135.2,84.9,120.3
2603,ESYT2,366.4,443.3,247.2,385.6,447.7
2604,ESYT2,365.8,379.1,395.4,492.2,521.6
2605,LRRC41,939.9,1164.2,1098.0,1010.3,930.7
2606,KLF6,688.8,266.0,270.0,346.8,297.5
2607,IRGQ,506.7,523.5,483.7,413.4,574.6
2608,UCHL1,17.5,19.8,55.7,10.9,23.1
2609,POLR2B,37.9,59.7,42.4,47.2,49.1
2610,POLR2B,9874.1,10411.8,10650.6,8720.1,11050.2
2611,C3orf79,1.5,4.1,5.8,15.7,22.8
2612,MSANTD3,1246.6,975.4,969.6,976.0,1002.0
2613,CYTH2,71.3,117.0,22.6,91.6,100.9
2614,HNRNPM,88.3,219.4,161.0,133.5,131.9
2615,HNRNPM,10049.7,8893.4,10309.4,6616.4,10588.6
2616,,1530.2,1247.7,1278.1,1184.9,1756.3
2617,,789.9,697.2,809.8,818.3,875.7
2618,LOC284454 /// MIR23A /// MIR24-2,61.9,124.9,139.3,95.4,80.8
2619,RBM18,581.4,641.1,913.8,479.1,370.1
2620,SEPW1,8303.0,8765.5,9079.4,8733.5,8718.7
2621,PSMB8-AS1,28.9,34.4,4.1,10.8,61.2
2622,PSMB8-AS1,138.9,102.6,165.4,69.5,94.2
2623,AKR1C1 /// AKR1C2 /// LOC101930400,47.6,5.0,1.4,6.4,4.8
2624,AKR1C1,78.7,52.5,21.6,54.7,58.1
2625,AKR1C1,70.9,26.5,45.5,108.2,18.2
2626,THUMPD3-AS1,337.9,226.7,322.8,284.6,351.9
2627,THUMPD3-AS1,336.3,279.6,324.8,400.1,357.9
2628,MICALL2,112.4,151.5,49.6,122.5,60.2
2629,PDHA1,3907.2,3741.9,4539.8,3384.1,3805.9
2630,TOLLIP-AS1,493.5,368.1,444.0,685.2,270.2
2631,HEXDC,212.4,149.2,244.2,226.0,87.8
2632,GNG4,63.1,60.4,45.9,69.5,55.5
2633,LOC100507477,47.1,22.5,15.5,6.2,12.6
2634,LOC100507477,2.2,17.7,7.6,4.4,19.0
2635,RNF207,182.1,228.0,166.7,149.1,251.6
2636,TTC28-AS1,16.2,42.9,83.5,38.7,60.8
2637,GLIDR /// LOC728903,777.0,415.9,456.0,662.9,466.2
2638,GLIDR,668.3,428.1,390.9,497.6,493.6
2639,SRGAP1,48.7,104.0,65.0,16.4,101.9
2640,SRGAP1,27.2,7.8,12.0,7.5,4.6
2641,RPS24,923.1,1414.4,1329.4,905.2,1438.1
2642,ERVFRD-1,3.3,2.8,4.0,6.3,5.7
2643,LZTS2,456.8,694.0,617.7,463.1,394.5
2644,SPIN3,353.4,184.5,224.4,300.4,314.2
2645,SPIN3,460.6,387.5,369.4,307.3,408.5
2646,PSMD6,3.6,5.2,5.5,17.7,4.5
2647,PDSS2,670.9,802.1,814.3,835.2,445.3
2648,KB-431C1.4,377.5,459.5,529.7,348.3,173.4
2649,CRTAP,2534.8,2129.9,2532.4,4282.0,2793.0
2650,LOC101928605 /// OR2A1-AS1 /// OR2A20P /// OR2A9P,80.8,66.1,60.6,31.4,23.1
2651,PSMD5-AS1,253.3,325.3,183.5,129.0,171.0
2652,BC038731 /// CTD-2284J15.1,140.5,116.6,156.1,86.4,120.0
2653,MTSS1L,9.1,77.1,11.1,99.5,15.2
2654,DNM2,68.1,126.5,20.4,81.1,172.8
2655,ADAM15,622.9,748.7,684.7,541.9,507.4
2656,,49.6,112.5,102.0,81.1,45.8
2657,ANKRD36C,26.1,21.5,61.0,54.3,5.7
2658,DCTN5,293.6,269.5,326.7,443.3,560.5
2659,ARMCX5,245.5,228.0,184.2,367.5,254.5
2660,FRY,59.0,53.9,78.0,46.8,7.1
2661,TCAIM,781.2,586.5,595.9,857.7,989.1
2662,TCAIM,1045.5,1026.1,1154.1,1649.7,1754.9
2663,AGAP2-AS1,11.1,28.5,24.2,41.2,11.6
2664,FAM120A,292.4,262.0,238.8,255.6,258.3
2665,PTCD2,2005.2,1574.9,1573.9,2261.9,1368.3
2666,ST7-AS1,99.0,116.8,81.0,84.5,29.1
2667,GON4L,631.6,649.0,661.9,578.5,736.4
2668,EXD3,11.2,10.7,6.0,4.3,4.6
2669,RPUSD3,510.1,489.5,565.4,740.0,495.5
2670,CBX3,520.6,755.8,660.2,350.7,490.6
2671,CASC10,120.0,270.0,25.8,162.2,140.5
2672,CASC10,95.1,88.1,60.2,51.0,55.3
2673,,2.5,25.4,3.5,42.8,2.7
2674,,38.6,4.0,28.6,28.3,32.0
2675,,1.9,5.0,31.4,1.6,8.7
2676,,4.5,3.3,2.4,3.3,23.0
2677,TSGA10,118.6,115.5,55.2,130.4,105.1
2678,TSGA10,133.5,76.4,73.8,61.0,54.5
2679,KIAA2013,177.5,187.2,227.8,167.3,270.2
2680,HUNK,22.1,16.6,61.6,60.5,10.1
2681,VIM,26.0,22.2,36.1,21.5,24.1
2682,LOC101928001,24.2,4.2,0.9,10.8,1.0
2683,LOC101928001,3.4,78.9,27.6,18.6,4.0
2684,MIR205,6.8,48.1,29.0,32.1,36.9
2685,PGAM5,396.4,414.2,314.2,415.5,477.3
2686,FAM120A,131.5,91.8,71.6,74.7,56.8
2687,FAM120A,5009.7,4752.5,6017.4,3037.9,4074.4
2688,FAM120A,158.1,154.2,105.2,83.1,99.6
2689,FAM120A,2612.4,2551.6,2406.4,1552.4,2343.1
2690,CD55,178.4,251.3,205.2,578.6,122.5
2691,LOC101928717 /// SLC19A1,183.3,36.3,57.3,49.6,162.1
2692,LOC101928717 /// SLC19A1,6.3,140.0,104.4,55.0,93.6
2693,CRTAC1,21.7,16.2,86.2,69.4,32.2
2694,HINT1,522.4,381.5,248.1,361.6,573.2
2695,HINT1,24332.2,22215.9,27224.3,29282.9,26183.7
2696,B3GNT7,7.7,7.4,10.1,24.2,6.7
2697,B3GNT7,38.3,4.1,36.3,3.0,16.6
2698,ARL17A /// ARL17B /// LOC100294341,229.8,113.7,158.1,213.8,164.2
2699,,358.6,558.5,583.1,479.0,233.2
2700,,368.9,565.4,668.3,346.0,136.1
2701,FBXO28,158.5,252.9,183.5,168.3,100.5
2702,FBXO28,5608.2,6570.3,6713.8,5800.7,7479.0
2703,FBXO28,583.1,886.6,664.6,671.3,720.5
2704,,199.1,183.3,272.2,171.1,101.0
2705,,369.8,508.0,372.9,190.3,168.8
2706,MYL12A,108.3,99.7,113.2,145.5,230.1
2707,MYL12A,191.2,132.5,89.4,204.0,192.2
2708,MYL12A,107.1,56.9,87.5,99.8,94.7
2709,LOC100130417,8.8,16.2,9.6,10.2,29.5
2710,LOC100130417,78.3,103.6,19.3,30.6,177.6
2711,ASB16-AS1,123.3,96.5,95.3,100.0,117.1
2712,ZFYVE16,414.2,446.3,446.7,404.1,436.2
2713,C17orf64,41.0,47.5,66.1,3.3,12.0
2714,LINC00661,35.9,35.5,94.1,97.4,5.6
2715,DAAM1,1307.0,1507.8,1675.8,1284.2,1149.0
2716,C22orf42,64.0,82.0,21.3,84.9,74.3
2717,C22orf42,48.8,5.9,33.3,3.6,43.2
2718,CACNA1D,118.9,134.6,121.5,113.1,178.9
2719,DIAPH3-AS1,11.8,11.6,25.4,6.7,15.5
2720,DIAPH3-AS1,16.2,36.5,40.7,64.8,9.1
2721,EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2,755.7,740.5,899.0,603.7,980.3
2722,IGFBP5,2.7,35.0,10.7,2.2,6.5
2723,ATP5H,124.0,174.0,133.6,166.5,214.5
2724,BTBD7,503.0,454.1,524.9,299.4,441.1
2725,LOC284939 /// MAPK8IP2,184.9,189.3,217.8,201.9,218.2
2726,LOC101928817,10.4,47.4,41.4,6.6,20.2
2727,LOC101928817,10.4,9.2,5.1,4.1,3.6
2728,CSNK1A1,431.0,324.4,304.8,254.8,357.4
2729,CSNK1A1,855.3,760.3,640.8,599.7,748.1
2730,,16.5,68.8,9.8,33.1,9.7
2731,PEX13,228.9,164.3,142.0,178.2,166.1
2732,KLHDC7A,4.5,5.9,8.1,11.6,53.6
2733,MESP2,12.7,14.4,9.6,22.9,175.4
2734,MESP2,324.9,208.0,309.9,214.0,245.5
2735,NBEAL2,65.2,11.3,72.5,108.0,53.6
2736,GPR180,9.5,45.5,58.2,59.6,71.2
2737,GPR180,51.1,113.1,47.2,29.5,112.9
2738,EME2,22.5,99.9,133.3,9.9,117.4
2739,LINC00893,37.7,5.3,14.6,39.6,2.0
2740,NMNAT2,112.0,59.8,122.8,69.8,206.0
2741,SMTN,47.4,58.0,124.4,49.3,115.1
2742,LINC01138,302.8,249.3,330.2,456.6,212.1
2743,MTMR11,7.6,13.3,13.2,23.4,14.6
2744,ZNF207,1068.5,794.6,663.1,559.5,944.1
2745,HHIP,44.7,54.2,47.8,8.1,6.4
2746,GPR173,6.8,27.8,4.2,8.5,8.7
2747,GPR173,2.5,36.1,58.6,12.6,30.3
2748,LINC01089,389.3,254.6,395.3,357.9,400.9
2749,TTN-AS1,87.4,117.5,69.4,63.8,33.6
2750,LINC00599 /// MIR124-1,47.1,31.5,33.9,75.7,83.2
2751,MAGEE1,534.6,783.2,826.0,718.5,793.0
2752,LOC100507564,239.4,233.1,225.2,312.5,211.7
2753,RTN4,99.9,88.7,11.9,48.2,62.3
2754,BICD1,240.7,383.4,230.6,280.9,408.7
2755,DNAJC7,237.2,367.0,294.7,265.1,253.5
2756,,92.9,227.4,244.7,53.1,85.5
2757,,92.6,110.3,102.0,54.3,74.6
2758,SIK2,147.4,113.8,309.1,123.3,158.8
2759,NEUROD1,34.4,66.2,50.3,17.7,35.2
2760,SPEN,25.0,18.9,58.6,63.1,60.5
2761,SPEN,265.2,234.8,194.7,248.5,291.3
2762,ZNF451,3420.5,3382.2,3615.7,4011.1,3300.0
2763,RPP30,570.6,308.5,238.5,295.3,416.0
2764,RPP30,83.5,1.4,5.3,2.4,21.6
2765,RPP30,63.5,105.2,9.1,109.3,82.8
2766,LOC284926,624.3,606.0,509.0,527.3,481.3
2767,,105.2,79.2,116.9,64.0,48.7
2768,KDM6B,69.1,161.8,166.5,104.0,114.4
2769,KDM6B,236.1,165.3,70.8,75.0,154.2
2770,HIF3A,63.0,102.6,129.7,62.4,35.2
2771,LINC00528,76.6,55.8,28.5,122.2,10.1
2772,,80.1,77.2,45.0,160.6,106.6
2773,,6.4,107.9,25.5,84.0,10.6
2774,RP11-16P6.1,39.0,43.0,39.9,3.8,3.5
2775,RP11-16P6.1,83.6,83.6,67.2,114.5,45.5
2776,HNRNPM,61.9,93.7,108.7,94.4,55.9
2777,C4orf27,2.6,56.6,56.0,48.1,71.7
2778,RPAIN,181.6,158.1,194.4,100.9,180.0
2779,,76.5,62.3,48.2,25.9,43.8
2780,HEMK1,13.8,64.7,112.9,124.5,64.8
2781,UNC13C,18.8,3.0,37.2,71.6,2.1
2782,UNC13C,4.1,32.1,78.3,171.0,1.3
2783,HOMER2,969.0,1102.2,1002.7,1086.6,1080.3
2784,LINC00290,4.2,15.1,1.6,15.7,2.0
2785,LOC389906,202.2,277.1,315.6,179.4,211.6
2786,RP11-480A16.1,427.8,443.0,367.9,476.2,528.8
2787,,48.7,84.6,81.5,63.0,63.4
2788,,42.3,49.2,15.7,45.9,8.4
2789,,92.2,43.4,8.4,58.1,94.8
2790,,72.9,129.0,112.9,78.4,115.3
2791,DKFZp451A211 /// LOC101928841,11.3,18.4,15.7,38.5,9.0
2792,DKFZp451A211 /// LOC101928841,105.4,72.8,103.3,135.6,60.6
2793,TNPO1,23.4,73.0,21.8,11.0,13.2
2794,LINC01260,47.3,22.5,42.5,53.8,9.8
2795,NAP1L1,187.6,198.6,190.0,90.9,133.6
2796,RAB11B-AS1,83.4,64.0,10.9,75.2,87.1
2797,RAB11B-AS1,156.6,230.4,172.6,181.5,22.2
2798,,34.0,19.5,28.6,3.8,59.9
2799,,260.3,338.3,421.1,110.4,328.7
2800,DIP2A,13.6,11.0,8.9,15.8,10.9
2801,RASGRF2,56.8,59.8,85.8,42.5,10.6
2802,LOC642533,348.5,393.5,388.9,299.1,390.4
2803,FBF1,33.9,31.2,73.3,38.1,85.2
2804,TEX36-AS1,8.8,4.4,2.6,22.9,10.0
2805,B3GNT5,51.2,7.6,27.6,53.0,35.1
2806,MYLK4,5.7,64.6,14.7,2.0,68.9
2807,,5.5,11.8,5.5,2.5,61.6
2808,DHX30,101.8,155.4,84.7,96.5,247.8
2809,LOC100131170,11.8,11.6,10.3,8.1,11.8
2810,RP11-16N11.2,232.7,176.3,134.2,204.0,169.8
2811,RP11-16N11.2,343.1,151.8,212.1,218.4,202.3
2812,ARVCF,12.7,24.8,23.4,23.7,13.0
2813,ITFG1,3741.1,2693.5,2343.0,2320.1,1941.7
2814,,41.3,23.9,73.4,38.5,70.8
2815,SNAI3-AS1,73.9,80.7,65.5,74.2,55.9
2816,GPR37L1,35.4,132.0,46.9,42.0,25.1
2817,ESRRB,5.4,7.3,3.0,6.3,4.7
2818,FAM154B,6.0,4.6,10.1,3.2,2.1
2819,,1.6,2.9,4.6,1.9,1.4
2820,,43.3,40.6,64.6,15.3,3.1
2821,AF086294 /// RP11-485M7.3,6.4,4.3,13.3,15.0,8.9
2822,IGSF3,194.5,147.6,199.8,186.6,175.8
2823,IGSF3,42.5,140.7,123.8,191.9,147.9
2824,LOC100505727,57.4,75.3,78.9,189.9,117.4
2825,LOC100505727,28.8,20.4,42.4,5.8,47.2
2826,MROH2A,13.5,9.7,32.6,31.9,3.9
2827,MROH2A,11.5,4.4,4.7,15.2,8.2
2828,,30.2,9.2,63.0,2.3,43.4
2829,,7.8,6.6,14.0,8.4,36.1
2830,,317.6,227.0,352.5,327.7,214.9
2831,,621.3,443.1,687.8,496.0,375.5
2832,MTSS1L,27.5,38.1,20.9,46.3,3.6
2833,TAF8,77.0,102.0,77.9,151.7,95.2
2834,TAF8,101.9,84.2,75.7,136.5,141.7
2835,LINC00847,722.7,616.5,609.4,697.2,499.3
2836,ANKRD65,84.1,30.9,164.8,117.7,15.7
2837,ANKRD65,175.2,128.3,214.0,187.9,76.7
2838,ANKRD36BP2,88.7,88.0,77.7,51.8,62.2
2839,CTB-167B5.2,4.7,17.5,3.9,24.8,17.2
2840,EMC1,218.2,317.5,374.9,137.8,224.5
2841,ZNF555,4.6,0.9,3.1,1.3,1.2
2842,ZNF555,11.4,94.2,13.0,51.8,42.1
2843,LOC100507516,16.0,5.5,12.2,4.7,20.2
2844,,6.3,32.1,6.9,16.5,4.2
2845,HSPA4L,476.1,363.8,357.0,287.6,175.3
2846,RP4-798A10.7,418.4,255.8,241.7,507.4,281.0
2847,RGS9BP,41.9,67.2,8.4,52.3,10.2
2848,C10orf90,50.8,8.3,6.4,9.1,56.9
2849,RNASET2,127.1,108.2,110.1,66.1,53.2
2850,SRGAP2,96.1,54.1,37.1,68.4,62.6
2851,SRGAP2,183.9,79.9,111.2,92.3,80.0
2852,ZNF814,79.4,147.9,135.0,73.8,91.3
2853,,108.8,58.7,152.2,110.1,65.4
2854,LINC00408,5.8,5.4,5.8,7.7,7.0
2855,LINC00408,2.6,0.5,0.8,0.7,14.4
2856,CLEC2B,3.4,1.6,10.4,3.8,2.6
2857,,291.6,226.6,196.6,112.2,91.6
2858,,1052.7,860.3,719.9,659.5,556.6
2859,,266.0,349.1,264.8,197.3,140.6
2860,BTG3,160.9,104.3,91.3,129.9,102.1
2861,BC042372 /// RP11-45P15.4,321.8,215.7,162.1,336.3,132.8
2862,RP11-757F18.5,1.7,26.2,13.7,1.2,25.9
2863,RP11-757F18.5,61.3,52.1,16.2,49.4,32.1
2864,SEPT7P9,89.8,97.7,79.6,31.2,106.1
2865,LOC155060 /// ZNF783,49.7,95.4,12.5,85.4,99.8
2866,,114.0,94.6,54.7,43.4,79.6
2867,VCPIP1,83.2,62.7,139.8,54.1,77.4
2868,VCPIP1,181.0,145.5,128.7,155.8,159.2
2869,RP11-235E17.4,46.1,54.2,38.9,86.4,135.8
2870,URI1,2.8,5.4,19.1,37.3,2.0
2871,KIF6,91.4,91.2,82.1,43.3,39.0
2872,KIF6,100.1,44.7,10.1,41.9,12.8
2873,LOC101927468 /// LOC101929257 /// LOC102724558,18.1,17.2,40.2,16.1,52.3
2874,ZNF391,123.0,168.9,98.6,161.3,124.5
2875,,9.3,25.7,17.9,13.0,23.1
2876,,52.7,34.3,63.0,87.5,68.7
2877,AX748267,7.6,51.0,17.8,17.9,35.3
2878,LOC100310756,120.5,122.4,172.4,167.4,88.6
2879,LOC375196,8.0,4.1,11.1,48.9,13.5
2880,LOC100506271,6.5,16.3,23.5,15.3,13.9
2881,EIF1B-AS1,19.5,21.5,28.0,15.6,8.8
2882,EIF1B-AS1,62.4,108.8,79.2,110.7,31.5
2883,,81.5,107.8,25.8,53.5,100.6
2884,,91.1,125.3,65.5,38.5,90.8
2885,LOC400756,129.8,62.8,51.0,75.1,141.7
2886,AF086125 /// RP11-61A14.1,3.4,4.1,7.5,25.2,61.5
