k-means,onestep,BASC_A,shmulevich,val
0.0,0.0,0.0,0.0,0.01
0.0,0.0,0.0,0.0,0.016969696969696968
0.0,0.0,0.0,0.0,0.02393939393939394
0.0,0.0,0.0,0.0,0.030909090909090907
0.0,0.0,0.0,0.0,0.03787878787878788
0.0,0.0,0.0,0.0,0.04484848484848485
0.0,0.0,0.0,0.0,0.05181818181818182
0.0,0.0,0.0,0.0,0.058787878787878785
0.0,0.0,0.0,0.0,0.06575757575757575
0.0,0.0,0.0006838295795723371,0.0024842838328690167,0.07272727272727272
0.0,0.0,0.001,0.009681464745627845,0.0796969696969697
0.0,0.0,0.001,0.017301968937052915,0.08666666666666666
0.0,0.0,0.001,0.025840165606021745,0.09363636363636363
0.0,0.0,0.001,0.038498016316227415,0.1006060606060606
0.0,0.0,0.001,0.047158134093601735,0.10757575757575756
0.0,0.0009347767765929421,0.001,0.05672567750608762,0.11454545454545453
0.0,0.001,0.002,0.0635554530113787,0.1215151515151515
0.0,0.001,0.0026624017224993494,0.07227017364994351,0.12848484848484848
0.0,0.001,0.004034723240365227,0.08798023689587253,0.13545454545454547
0.0,0.0023053933178718822,0.005407044758231099,0.10567958296882762,0.14242424242424243
0.0,0.005414353259043384,0.006779366276096982,0.11722407911268357,0.1493939393939394
0.0006721093085577071,0.01,0.010151687793962853,0.12614251983344316,0.15636363636363637
0.001,0.013264546282772733,0.013096037247314908,0.13907502010980435,0.16333333333333333
0.001,0.019741233082557874,0.01679266165938922,0.1540261499567088,0.17030303030303032
0.001,0.020999999999999998,0.022537304695120965,0.17228593350592164,0.17727272727272728
0.001,0.025918305929801714,0.029768764788837193,0.1785426143670557,0.18424242424242424
0.0033253900413209962,0.034068112906072354,0.036039886149876715,0.18866486254770443,0.19121212121212122
0.005921624326162113,0.0383541456944877,0.043241785912739215,0.2041623703152649,0.19818181818181818
0.007258929305501607,0.050144131153661356,0.05303175367609594,0.21915174051998526,0.20515151515151514
0.010057046447922175,0.06397496364793424,0.06478155962133919,0.23811439400120468,0.21212121212121213
0.011855163590342725,0.08101581068303333,0.0725129072737787,0.24908490166186817,0.2190909090909091
0.02026640366381646,0.09425810675368432,0.08374902972621617,0.2604485435157355,0.22606060606060607
0.03035419362555153,0.11052655393585466,0.09670836735731239,0.2715297757227327,0.23303030303030303
0.035748545052813205,0.13330832494272832,0.11543455210024041,0.2824647245426863,0.24
0.04719052864009985,0.15722906595949954,0.1299186752621925,0.2943378189694018,0.24696969696969698
0.056074495814673095,0.17339001901292656,0.14564189044085118,0.30315654350844046,0.2539393939393939
0.06550706511406257,0.1994194108600859,0.1601016161814611,0.3220356103378,0.2609090909090909
0.08009388511100642,0.22560003355375305,0.1756529924789013,0.33462954340154366,0.2678787878787879
0.09540100729707195,0.24562942540091237,0.18725499676987575,0.34695625990760304,0.27484848484848484
0.11530574297702195,0.26911903320106545,0.20424170138658346,0.36108185047087943,0.2818181818181818
0.13470869020367648,0.29315486457731343,0.22351593266829023,0.3762987362696406,0.2887878787878788
0.16878568666847077,0.3082688401773363,0.24677553596664506,0.39320188980248477,0.2957575757575758
0.19478624738900965,0.32705735982408174,0.2675270347063402,0.41095918111925805,0.30272727272727273
0.23261372883619963,0.34944302334191474,0.29351246255323055,0.41844779527251963,0.3096969696969697
0.2674608573476887,0.37313226331221705,0.3238770676219501,0.4301645432837042,0.31666666666666665
0.30367301816627734,0.38883011072998497,0.3583984675639021,0.446231055069578,0.3236363636363636
0.34812579525050485,0.40485483797126753,0.3863320464776836,0.46174271649146975,0.3306060606060606
0.40303994521835224,0.42952830920072743,0.4236332287203669,0.47187281885156257,0.3375757575757576
0.4433019810791215,0.44965231611845313,0.45210921940853804,0.48193933063743644,0.34454545454545454
0.4984847324083334,0.4720838619885758,0.480650354413111,0.48951881885521,0.3515151515151515
0.5524302317951398,0.49912363620641237,0.5126233189259781,0.499135944783403,0.35848484848484846
0.5886218366917104,0.5215447800475189,0.5431053332688439,0.5093108266707478,0.3654545454545455
0.6299297773662804,0.5485601780770475,0.5684857872604908,0.517199535357622,0.37242424242424244
0.6698134415882805,0.5750702192239199,0.5965834327761018,0.5240016062016473,0.3793939393939394
0.7071795501518504,0.5940354606649346,0.6246978724859783,0.5337937596130045,0.38636363636363635
0.7387375665645637,0.6179375852003894,0.6441592910210399,0.5489902281631517,0.3933333333333333
0.7787303951588223,0.644363744700347,0.669012350111954,0.5602532084991728,0.40030303030303027
