2404.2,2865.7,2798.4,2080.5,2526.5
2019.6,1133.4,1099.9,1696.7,1861.2
65.4,95.4,81.3,93.0,14.9
577.2,526.9,575.8,499.1,360.8
24.1,8.2,58.3,24.4,4.7
111.1,73.7,118.9,95.1,63.2
92.2,117.2,182.4,51.1,90.4
18.9,13.1,17.5,14.4,57.6
5.1,2.6,4.7,5.3,3.3
155.1,117.0,130.7,175.4,133.1
83.9,125.4,100.5,145.3,164.5
1062.7,1491.9,1094.4,1135.1,856.5
91.8,95.6,188.5,42.6,126.3
889.0,1437.2,1184.9,773.9,1156.7
3193.2,3277.6,3190.1,2264.2,3396.8
83.8,11.7,52.2,52.0,14.1
66.2,23.5,70.2,67.1,76.4
260.9,179.9,117.9,201.4,230.9
797.0,580.1,558.8,914.9,913.7
30.3,38.8,8.4,42.7,4.7
81.9,137.2,135.4,85.3,38.9
19.6,11.3,11.8,9.0,15.7
50.5,76.2,85.7,59.4,55.2
436.9,387.8,267.4,422.2,309.8
398.3,427.5,457.2,482.0,326.2
82.5,108.8,86.3,121.5,154.4
663.0,653.8,577.3,613.4,822.3
435.5,619.1,578.5,433.1,453.4
324.9,392.5,539.7,366.3,381.1
83.5,50.5,39.7,14.2,4.3
97.6,19.9,43.5,88.6,116.0
271.5,240.5,300.4,213.1,266.2
401.9,456.2,314.5,439.0,245.1
638.1,771.4,518.5,415.4,618.8
6.5,8.9,4.0,8.6,4.3
20.5,50.9,29.3,19.0,71.5
1789.5,1588.7,1630.4,1184.9,1359.8
8.4,41.5,46.3,53.4,14.6
236.9,184.7,213.7,191.1,185.5
39.1,3.0,10.2,9.8,6.0
123.2,93.3,200.9,117.9,73.5
194.6,142.0,143.6,101.5,52.4
45.6,15.2,49.6,1.9,7.2
3.9,21.8,46.8,41.0,9.1
195.4,179.5,125.7,205.6,104.2
642.6,585.6,444.9,608.8,755.4
371.2,370.5,374.7,481.9,397.3
45.1,50.1,73.4,45.8,78.6
1200.5,960.9,1023.4,863.1,745.4
306.5,321.2,146.6,213.1,120.2
412.9,454.9,421.5,486.4,371.3
105.4,101.3,118.2,127.5,103.2
36.5,77.8,15.3,64.3,4.1
2.3,44.6,19.4,35.1,11.8
54.4,6.4,67.6,17.1,42.4
17.2,60.9,44.3,55.2,16.4
29.0,9.7,12.8,17.4,15.8
6.8,12.4,14.9,2.3,6.2
64.3,43.4,43.6,22.7,17.2
76.1,74.4,76.6,63.3,74.5
14.8,45.3,0.7,44.4,2.4
5.7,59.9,6.6,32.3,54.8
25.6,2.2,6.5,27.7,11.3
566.8,664.7,545.3,458.5,646.0
819.1,1159.4,809.3,812.8,844.1
37.6,23.5,27.0,43.6,46.7
71.1,52.9,139.8,96.5,121.8
147.1,78.2,82.9,52.1,16.9
4.2,8.7,5.1,5.2,25.6
7.2,4.5,7.1,5.5,15.3
14.7,10.5,8.9,7.2,25.7
154.8,151.5,76.5,89.8,99.2
772.6,697.5,871.6,880.2,942.1
551.2,631.1,1000.9,743.8,620.9
79.5,12.9,17.4,69.4,96.0
11.1,7.1,9.8,20.0,9.4
19.5,24.3,28.9,28.8,9.5
14.1,84.4,7.6,11.9,20.2
78.6,125.1,106.0,92.3,82.9
428.7,462.6,375.5,405.4,307.2
339.9,311.0,163.8,259.0,239.1
222.3,247.4,197.4,270.7,333.1
8.6,29.6,33.4,62.2,30.7
2.6,3.0,4.3,2.3,1.6
41.7,44.9,84.0,2.3,22.9
311.8,324.9,339.3,517.0,323.8
12.2,18.9,19.6,10.7,16.6
8.3,2.6,10.3,25.2,23.5
59.3,130.6,110.5,117.9,97.8
157.6,98.8,251.7,166.0,73.4
87.9,38.2,34.9,49.9,36.2
31.2,14.5,3.2,2.2,55.9
6.9,55.4,7.2,5.8,55.2
46.3,152.6,59.9,230.5,127.0
63.5,109.7,108.5,78.0,80.3
12.3,33.2,20.8,34.2,2.8
21.0,13.1,20.0,18.8,6.7
5.8,3.5,2.2,33.0,3.2
44.1,57.5,26.8,22.2,2.2
13.0,10.8,4.8,6.3,68.1
20.1,1.3,5.2,20.5,5.5
3.5,5.4,37.1,25.4,53.4
41.8,34.9,42.8,34.4,32.2
9.0,17.0,9.9,21.1,9.6
1.6,7.4,9.3,32.8,2.6
77.0,121.3,37.8,100.5,102.6
111.7,62.7,21.7,99.0,49.8
7.8,5.6,45.6,5.8,29.9
10.9,7.8,46.1,9.0,14.9
35.7,40.7,24.4,69.6,11.4
27.2,38.2,26.2,32.6,32.9
16.7,26.5,15.7,25.2,23.3
16.9,97.6,83.1,31.2,28.9
56.4,24.4,146.5,135.9,78.2
48.4,3.1,10.8,11.9,2.9
32.0,10.9,35.7,52.7,5.8
49.2,16.6,10.5,52.2,3.6
673.3,512.5,401.9,524.2,635.6
7.1,15.1,8.5,7.0,11.0
138.6,139.1,245.6,245.2,82.1
29.4,2.1,10.7,16.2,7.7
45.4,29.6,9.5,5.2,6.9
228.1,262.0,265.0,176.2,265.9
2.2,5.1,31.4,2.7,2.3
46.8,10.3,45.8,70.1,67.1
3593.8,4415.4,4034.0,3844.5,3746.1
324.8,696.8,280.1,346.1,277.3
60.7,45.5,25.9,85.8,37.2
6.8,11.9,12.8,15.0,24.5
11.7,12.9,14.4,11.3,7.3
31.5,38.6,67.4,62.1,32.7
5.9,5.7,5.6,5.9,1.3
74.5,19.2,38.9,19.9,6.1
25.5,5.0,29.8,6.7,25.4
2.8,15.1,46.0,1.6,11.8
3.3,5.4,26.9,4.0,13.4
21.8,10.9,90.6,80.0,28.3
7.6,6.3,8.2,10.2,3.1
2.8,16.0,11.8,8.9,7.2
500.7,457.1,398.5,662.1,1427.5
91.6,14.5,30.0,7.6,62.6
5.3,34.6,8.7,2.9,2.4
42.4,42.3,4.2,47.7,25.9
7.3,31.4,8.1,47.0,10.1
3.1,55.2,24.3,23.6,18.6
24.8,1.9,47.3,44.0,8.1
292.2,385.3,235.0,376.6,753.2
50.8,45.5,20.7,37.3,20.3
52.7,82.6,38.5,68.2,19.7
173.8,213.2,220.0,313.8,164.5
491.9,401.2,390.4,490.6,493.8
611.3,724.8,443.2,756.9,420.0
1217.8,1525.3,1126.6,1559.4,1005.7
26.9,143.2,99.6,73.9,40.4
600.9,700.1,712.6,763.3,733.6
108.9,240.6,317.2,391.4,228.2
16.2,1.0,6.2,3.4,11.6
161.0,175.7,200.9,152.3,199.0
105.5,87.6,74.0,57.3,110.0
85.7,59.0,40.3,53.3,68.8
501.7,395.0,413.3,513.6,644.6
414.0,518.4,459.1,467.2,475.9
2.2,1.1,43.4,3.1,17.3
5.6,32.2,1.5,19.1,1.6
135.2,122.8,132.4,111.9,80.8
26.9,10.2,7.2,7.6,14.3
9.0,13.8,12.0,4.7,14.1
15.1,28.5,11.6,17.6,5.0
130.2,275.2,210.0,251.0,299.1
72.1,65.6,77.5,102.7,74.8
50.5,89.9,60.2,101.3,34.2
83.4,114.8,89.9,81.2,39.9
7.0,7.9,10.3,14.8,9.2
151.6,94.0,65.3,152.3,127.5
12.3,30.3,87.9,126.1,103.4
88.6,60.8,30.4,25.2,18.3
20.3,11.9,5.7,2.4,4.1
6.1,17.5,71.3,13.1,57.4
10.6,8.1,14.0,9.7,44.6
25.3,5.3,92.6,25.6,47.0
398.3,488.9,351.7,594.7,398.1
2.8,32.7,39.8,21.3,5.4
6.5,4.5,6.5,34.3,4.0
86.9,51.7,54.7,54.8,21.1
300.0,212.3,242.9,255.1,278.8
96.1,136.8,112.8,137.5,77.1
25.4,36.6,92.2,31.2,53.0
75.8,52.1,58.9,31.5,50.0
34.8,1.0,6.1,1.5,33.4
30.4,16.0,27.9,62.4,7.6
70.5,104.3,80.5,36.5,39.8
16.5,10.9,16.5,11.0,15.0
12.4,13.0,14.0,6.2,6.5
130.9,61.3,17.7,28.1,26.1
43.1,31.6,66.7,60.5,76.1
20.0,32.7,5.3,7.6,7.8
71.6,51.5,13.8,50.5,8.5
117.4,105.1,31.8,55.8,139.3
3.0,28.3,9.6,7.5,11.8
133.4,68.7,126.6,139.1,8.5
74.1,56.5,31.2,93.7,114.3
27.6,29.2,21.3,41.3,40.4
84.0,36.2,65.7,7.5,11.3
91.0,117.7,123.3,74.0,15.3
45.7,40.8,28.2,41.6,17.0
75.2,7.2,20.9,8.8,18.3
63.5,38.5,58.4,94.1,24.5
38.7,35.6,6.7,1.2,10.7
7.5,6.6,9.1,10.1,8.4
8.1,57.8,4.0,22.4,22.5
94.5,79.3,41.3,88.9,59.7
263.0,139.3,179.4,70.4,68.1
110.2,207.7,185.1,219.7,226.5
36.2,23.4,13.4,26.5,6.8
119.3,101.9,87.0,135.1,184.0
83.2,143.7,8.7,92.0,35.0
24.1,6.5,48.5,8.7,57.9
4.3,3.2,4.6,2.9,4.4
20.4,65.3,13.0,37.8,77.2
14.1,8.4,97.3,33.2,10.5
35.7,51.4,11.3,77.4,7.9
548.9,661.4,550.1,456.5,745.6
1159.0,1354.1,1160.4,1758.0,1097.6
101.0,10.4,55.7,18.5,2.9
18.0,93.7,46.4,98.7,51.4
2.5,35.8,4.4,3.5,14.1
73.6,87.3,115.9,30.6,68.8
7.8,10.1,10.0,5.9,6.1
18.3,28.0,49.8,6.1,4.3
37.4,42.5,39.3,27.7,61.7
35.7,63.9,81.0,18.2,4.3
35.0,29.6,75.7,45.4,50.4
100.8,107.7,111.0,146.1,16.4
30.0,63.3,50.1,62.6,16.4
19.4,18.7,41.3,26.4,3.6
15.4,6.9,62.9,2.8,23.3
59.6,15.4,2.6,3.2,52.7
15.6,26.9,26.3,18.5,62.5
27.7,17.6,27.5,26.0,17.0
48.7,114.4,25.9,61.0,51.1
52.4,22.1,92.9,9.7,6.6
70.7,98.5,29.3,160.7,119.1
5.7,52.6,4.1,3.3,39.4
28.7,3.7,46.9,108.3,42.2
57.5,35.4,67.9,13.5,39.4
5.5,5.4,7.1,53.7,11.2
18.1,59.4,49.7,68.6,14.4
104.9,63.0,99.8,92.9,150.8
30.0,75.2,69.6,108.2,10.0
437.7,296.7,449.4,353.5,376.8
642.9,569.5,660.8,656.8,602.8
439.6,445.5,257.5,386.5,310.5
17.2,18.9,17.0,55.5,23.6
1256.1,1202.3,1121.9,1162.7,1258.6
673.8,808.9,740.1,892.8,713.0
1926.0,859.3,937.7,1366.8,2048.9
159.2,272.4,301.5,242.8,157.5
1714.5,1493.8,1638.4,1515.0,1189.5
946.1,1002.2,803.2,709.2,675.6
55.8,7.8,10.6,9.6,2.9
1910.3,1691.8,1876.5,1624.9,1628.3
125.5,253.7,277.1,149.9,88.8
403.9,442.7,447.7,417.0,321.9
1650.2,1440.0,1446.9,1870.7,1132.0
3.1,11.0,2.5,15.1,3.3
14.0,14.8,8.5,12.9,26.4
94.8,62.8,26.9,73.9,69.8
219.1,297.9,193.6,281.1,137.7
341.9,243.6,279.1,285.4,304.8
506.0,270.7,281.7,405.8,432.1
61.4,2.7,25.7,47.9,34.3
76.2,10.3,80.0,43.0,11.5
297.1,275.7,46.5,133.7,330.3
155.0,81.3,100.6,47.8,15.1
182.3,126.0,92.9,152.8,184.5
127.1,103.0,183.6,134.0,151.0
364.6,358.0,347.1,433.7,329.0
65.8,96.9,27.8,62.8,80.2
184.6,86.2,101.4,151.3,173.6
129.9,122.6,116.4,223.9,131.0
1303.0,1253.6,1086.2,1078.5,1001.3
70.0,117.3,37.1,30.9,11.3
89.1,33.6,80.1,42.2,57.7
678.5,613.8,731.9,808.2,621.9
6.2,0.8,24.4,1.3,33.4
23.8,76.8,89.0,33.8,18.8
172.0,138.8,192.4,174.3,218.4
640.8,685.3,735.8,567.3,424.7
109.7,118.2,167.1,82.0,92.6
8.5,6.6,35.9,11.1,34.8
