ilvN	crp	mpl	azuC	glgA	cyaA	glpE	dksA	cpdB	hofC
0.6948337	0.5527513	0.4048347	0.1412682	0.1074972	0.1003337	0.2700455	0.3034959	0.3203291	1.0993926
