ilvN	crp	mpl	azuC	glgA	cyaA	glpE	dksA	cpdB	hofC
0.6478207	0.5075361	0.5017311	0.1358620	0.1237343	0.1149953	0.3735939	0.3312251	0.4121512	0.9953901
