ilvN	crp	mpl	azuC	glgA	cyaA	glpE	dksA	cpdB	hofC
0.0	-0.6685710933525115	0.0	0.0	0.0	-0.4263150072656572	0.860215842323974	0.0	0.0	0.2333384895239765
