ilvN	crp	mpl	azuC	glgA	cyaA	glpE	dksA	cpdB	hofC
0.5933028	0.4634951	0.5592566	0.1478676	0.0888029	0.1896913	0.3647530	0.3055169	0.4139697	0.9207926
