ilvN	crp	mpl	azuC	glgA	cyaA	glpE	dksA	cpdB	hofC
0.6216848	0.5344529	0.4443249	0.1322723	0.1388033	0.1161199	0.3407510	0.3229683	0.3969844	0.9935085
