k-means,onestep,BASC_A,shmulevich,val
0.0,0.0,0.0,0.001594758907094992,0.01
0.0,0.0,0.0,0.0030898793110948003,0.01090909090909091
0.0,0.0,0.0,0.005485361211999423,0.011818181818181818
0.0,0.0,0.0,0.011453011524522161,0.012727272727272728
0.0,0.0,0.0,0.019768373306332368,0.013636363636363637
0.0,0.0,0.0,0.028493614441641408,0.014545454545454545
0.0,0.0,0.0,0.03907090378466608,0.015454545454545455
0.0,0.0,0.0,0.04646024146261848,0.016363636363636365
0.0,0.0,0.001,0.05753168810485658,0.017272727272727273
0.0,0.001,0.001,0.0737566277179999,0.01818181818181818
0.0,0.0015094180810513078,0.001,0.08448283195809535,0.019090909090909092
0.0,0.002,0.001970318296496582,0.08956096568085777,0.020000000000000004
0.0,0.004,0.0034743227908507817,0.10096313466228665,0.020909090909090912
0.0,0.004869034613485031,0.005504004494354198,0.11331241228069183,0.02181818181818182
0.0,0.00861120062148138,0.009083390373132017,0.1274593407814305,0.022727272727272728
0.0,0.01432633690532255,0.012075381384423626,0.14255952214209774,0.023636363636363636
0.0,0.020457302291837523,0.014609067582281244,0.15856006499966985,0.024545454545454547
0.0,0.022681856656730007,0.016571376890069437,0.16798265304628743,0.02545454545454546
0.00041887331889271323,0.025945435172788727,0.021191099944991208,0.1790741609300984,0.026363636363636367
0.001,0.034941338391762444,0.028840504703416432,0.19466747629843334,0.027272727272727275
0.001,0.042248839134982355,0.03711571856056758,0.20758211263757462,0.028181818181818183
0.001827313931215986,0.052452108299774716,0.04027749857156934,0.2191312101197422,0.02909090909090909
0.007150637343285441,0.06647884210786216,0.04915033146242134,0.23098482447657565,0.030000000000000006
0.009865882012196353,0.07780762805118223,0.061069225803707494,0.24014241285050264,0.030909090909090914
0.014471509087078538,0.08883436185926959,0.07539278582571098,0.25038554991924455,0.03181818181818182
0.017115704242941062,0.1099950193237185,0.08664897345199925,0.2613971104736208,0.03272727272727273
0.021682763236842897,0.13788918130240535,0.10554040126728795,0.2666951253017184,0.03363636363636364
0.02528839031172509,0.15935302941326668,0.11663788667293269,0.27374891734593004,0.034545454545454546
0.033894017386607286,0.17934099368611245,0.13310641565258138,0.2779981986376242,0.03545454545454546
0.04424911115372368,0.19880484179697372,0.15105542300379682,0.28780000734657796,0.03636363636363637
0.05747372191367236,0.21945586786459004,0.1636050576421593,0.2990018136066724,0.03727272727272728
0.07712084097314988,0.24032080569704878,0.18199334357594582,0.3084532589820768,0.038181818181818185
0.09426610274454407,0.25727933250788504,0.1978882804880188,0.3170070571484367,0.03909090909090909
0.11553291656610917,0.2779303172753582,0.22233992887739856,0.32935940687831794,0.04
0.1363750092615518,0.3026362040862536,0.2510464818653245,0.3453153740261068,0.040909090909090916
0.1667337380093041,0.32763067287798,0.27436739540339594,0.36402170205858553,0.041818181818181824
0.1848256529354914,0.339805897707867,0.2959037280851856,0.38062151947348866,0.04272727272727273
0.21074029689355517,0.36391933745909716,0.31834829963562106,0.39226591259817506,0.04363636363636364
0.2483040338960083,0.3849834476753221,0.3431514754163397,0.39991139143800564,0.044545454545454555
0.28939302491858054,0.410133290524083,0.36683850133006474,0.41047350525760595,0.04545454545454546
0.3335346517093385,0.4306893344862175,0.392884131474073,0.4192139219163394,0.04636363636363637
0.3748567863610218,0.4572933561563964,0.41851222528721704,0.42696952634279367,0.04727272727272728
0.42247355721949464,0.48114393312413295,0.4500915416290829,0.43702820410515375,0.04818181818181819
0.4667626586082409,0.4985823992538678,0.4772045441688062,0.4484303730865826,0.049090909090909095
