Gene,Rule
FKH2,CLN3 and SWI6
ACE2,NDD1
SWI5,ACE2
MCM1,SWI6
CLN3,ACE2 and CLN3
MBP1,MBP1
SWI4,CLN3 and SWI4
SWI6,MCM1 and NDD1
NDD1,ACE2 and NDD1
