Gene,Rule
FKH2,CLN3 and NDD1 and SWI6
ACE2,NDD1 and SWI5
SWI5,NDD1
MCM1,SWI6
CLN3,ACE2 and CLN3
MBP1,MBP1
SWI4,MBP1 and SWI5
SWI6,ACE2 and not CLN3
NDD1,NDD1
