,Method,Binarization,Dynamic Accuracy,Accuracy,Precision,Recall,F1-Score
0,MIBNI,BASC A,0.5213675213675214,0.4222222222222222,0.40476190476190477,0.9444444444444444,0.5666666666666667
1,MIBNI,K-Means,0.5726495726495726,0.4,0.4,1.0,0.5714285714285714
2,MIBNI,Onestep,0.7008547008547008,0.5111111111111111,0.45,1.0,0.6206896551724138
3,MIBNI,Elected,0.5470085470085471,0.4444444444444444,0.4146341463414634,0.9444444444444444,0.576271186440678
4,LogicGep,BASC A,Cannot be calculated,0.4888888888888889,0.35294117647058826,0.3333333333333333,0.34285714285714286
5,LogicGep,BASC A,0.8376068376068376,0.4666666666666667,0.375,0.5,0.42857142857142855
6,LogicGep,BASC A,Cannot be calculated,0.5777777777777777,0.46153846153846156,0.3333333333333333,0.3870967741935484
7,LogicGep,BASC A,Cannot be calculated,0.5777777777777777,0.47058823529411764,0.4444444444444444,0.45714285714285713
8,LogicGep,BASC A,0.8461538461538461,0.4666666666666667,0.36363636363636365,0.4444444444444444,0.4
9,LogicGep,BASC A,0.8461538461538461,0.5555555555555556,0.45454545454545453,0.5555555555555556,0.5
10,LogicGep,BASC A,0.8461538461538461,0.5555555555555556,0.4375,0.3888888888888889,0.4117647058823529
11,LogicGep,BASC A,0.8461538461538461,0.5555555555555556,0.4375,0.3888888888888889,0.4117647058823529
12,LogicGep,BASC A,0.8461538461538461,0.5111111111111111,0.4,0.4444444444444444,0.42105263157894735
13,LogicGep,BASC A,0.8461538461538461,0.5111111111111111,0.3888888888888889,0.3888888888888889,0.3888888888888889
14,LogicGep,BASC A,0.8461538461538461,0.6,0.5,0.5555555555555556,0.5263157894736842
15,LogicGep,BASC A,0.8376068376068376,0.6444444444444445,0.55,0.6111111111111112,0.5789473684210527
16,LogicGep,BASC A,Cannot be calculated,0.5111111111111111,0.4,0.4444444444444444,0.42105263157894735
17,LogicGep,BASC A,0.8461538461538461,0.4666666666666667,0.35,0.3888888888888889,0.3684210526315789
18,LogicGep,BASC A,0.8461538461538461,0.6,0.5,0.4444444444444444,0.47058823529411764
19,LogicGep,BASC A,Mean: 0.8445998445998447 STD: 0.003457435192119178 SE: 0.0010424559335663317,Mean: 0.5392592592592592 STD: 0.05537536917146427 SE: 0.014297858839411247,Mean: 0.4294759053582583 STD: 0.06024370541118575 SE: 0.015554857851423203,Mean: 0.44444444444444453 STD: 0.08132500607904444 SE: 0.020998026278290404,Mean: 0.43429761415979323 STD: 0.06274267467877068 SE: 0.016200088941825907
20,LogicGep,K-Means,0.5897435897435896,0.5555555555555556,0.45454545454545453,0.5555555555555556,0.5
21,LogicGep,K-Means,0.5555555555555556,0.5555555555555556,0.42857142857142855,0.3333333333333333,0.375
22,LogicGep,K-Means,Cannot be calculated,0.4444444444444444,0.3157894736842105,0.3333333333333333,0.32432432432432434
23,LogicGep,K-Means,Cannot be calculated,0.5777777777777777,0.47368421052631576,0.5,0.4864864864864865
24,LogicGep,K-Means,0.5555555555555556,0.6,0.5,0.3333333333333333,0.4
25,LogicGep,K-Means,0.5555555555555556,0.7111111111111111,0.6666666666666666,0.5555555555555556,0.6060606060606061
26,LogicGep,K-Means,0.5555555555555556,0.6222222222222222,0.5333333333333333,0.4444444444444444,0.48484848484848486
27,LogicGep,K-Means,0.5555555555555556,0.6222222222222222,0.5294117647058824,0.5,0.5142857142857142
28,LogicGep,K-Means,Cannot be calculated,0.5777777777777777,0.4666666666666667,0.3888888888888889,0.42424242424242425
29,LogicGep,K-Means,Cannot be calculated,0.7555555555555555,0.7692307692307693,0.5555555555555556,0.6451612903225806
30,LogicGep,K-Means,0.5555555555555556,0.6666666666666666,0.6,0.5,0.5454545454545454
31,LogicGep,K-Means,0.5555555555555556,0.6,0.5,0.5,0.5
32,LogicGep,K-Means,Cannot be calculated,0.6444444444444445,0.5555555555555556,0.5555555555555556,0.5555555555555556
33,LogicGep,K-Means,0.6495726495726495,0.6,0.5,0.5555555555555556,0.5263157894736842
